complaint_id,predicted_entity_id,match_type,account_number,ifsc,account_holder_name,name_similarity,ground_truth_entity_id
C000569,ENT_000439,EXACT,681739352909,UBIN0007788,Kavita Kumar,100.0,ENT_000578
C000570,ENT_000109,EXACT,242596327861,IDIB0003344,Meera Bhatia,100.0,ENT_000281
C000571,ENT_000381,EXACT,600446723343,HDFC0005678,Tanvi Rao,100.0,ENT_000517
C000572,ENT_000076,EXACT,200536554489,ICIC0008765,Advaith Deshmukh,100.0,ENT_000234
C000573,ENT_000544,EXACT,802060293051,ICIC0002468,Sunil Das,100.0,ENT_000266
C000574,ENT_000211,EXACT,369946052512,IDIB0005566,Sen Atharv,100.0,ENT_000173
C000575,ENT_000144,EXACT,296546131054,KKBK0003210,Pranav Dubey,100.0,ENT_000036
C000576,ENT_000501,EXACT,755235594840,PUNB0005432,Deepak Choudhury,100.0,ENT_000132
C000577,ENT_000595,EXACT,866320981994,UBIN0009900,Sweta Saxena,100.0,ENT_000067
C000578,ENT_000653,EXACT,935608119076,ICIC0008765,Ajay Tripathi,100.0,ENT_000180
C000579,ENT_000473,EXACT,722414826633,HDFC0001234,Aayan Yadav,100.0,ENT_000579
C000580,ENT_000213,EXACT,374851785492,HDFC0001234,Sweta Khan,100.0,ENT_000199
C000581,ENT_000004,EXACT,105360321413,ICIC0002468,Manish Ghosh,100.0,ENT_000566
C000582,ENT_000567,EXACT,837060762325,AXIS0003456,Geeta Verma,100.0,ENT_000175
C000583,ENT_000454,EXACT,700088939243,AXIS0007890,Ishita Kapoor,100.0,ENT_000596
C000584,ENT_000431,EXACT,670799496139,AXIS0006543,Aryan Ghosh,100.0,ENT_000047
C000585,ENT_000423,EXACT,662206448862,AXIS0006543,Aayan Deshmukh,100.0,ENT_000583
C000586,ENT_000033,EXACT,152062942213,ICIC0008765,Alok Dubey,100.0,ENT_000426
C000587,ENT_000558,EXACT,827197730438,CNRB0004455,Aryan Paul,100.0,ENT_000114
C000588,ENT_000372,EXACT,592992668649,ICIC0008765,Ishita Ghosh,100.0,ENT_000406
C000589,ENT_000374,EXACT,595554950233,CNRB0008899,Deepak Roy,100.0,ENT_000201
C000590,ENT_000344,EXACT,566854953850,PUNB0005432,Rohit Reddy,100.0,ENT_000008
C000591,ENT_000503,EXACT,757475491416,SBIN0005678,Pankaj Biswas,100.0,ENT_000215
C000592,ENT_000263,EXACT,449565764637,PUNB0001357,Pranav Patel,100.0,ENT_000673
C000593,ENT_000094,EXACT,225689924079,CNRB0006677,Shri Pranav Biswas,100.0,ENT_000084
C000594,ENT_000655,EXACT,939124570476,HDFC0004321,Meera Pawar,100.0,ENT_000038
C000595,ENT_000472,EXACT,721715610769,IDIB0001122,Anil Srivastava,100.0,ENT_000372
C000596,ENT_000231,EXACT,409454714700,KKBK0007890,Ajay Dutta,100.0,ENT_000506
C000597,ENT_000447,EXACT,693263798805,ICIC0002468,AADHYA JOSHI,100.0,ENT_000309
C000598,ENT_000667,EXACT,948676594151,UBIN0005566,Rajesh Ghosh,100.0,ENT_000605
C000599,ENT_000698,EXACT,998505323632,CNRB0008899,Sunil Agarwal,100.0,ENT_000103
C000600,ENT_000494,EXACT,741535897688,KKBK0001928,Ritvik Ali,100.0,ENT_000093
C000601,ENT_000056,EXACT,179421446737,BARB0002345,Reyansh Reddy,100.0,ENT_000197
C000602,ENT_000161,EXACT,324433497350,PUNB0005432,Shaurya Ahmed,100.0,ENT_000615
C000603,ENT_000573,EXACT,841951355259,ICIC0002468,Swati Dubey,100.0,ENT_000288
C000604,ENT_000273,EXACT,459422681391,IDIB0005566,Aayan Mukherjee,100.0,ENT_000021
C000605,ENT_000388,EXACT,609136562669,AXIS0007890,Reyansh Banerjee,100.0,ENT_000227
C000606,ENT_000221,EXACT,395585753511,BARB0002345,Menon Sai,100.0,ENT_000218
C000607,ENT_000688,EXACT,981276450865,IDIB0001122,Sweta Chatterjee,100.0,ENT_000619
C000608,ENT_000545,EXACT,803686852877,ICIC0002468,Shreya Patil,100.0,ENT_000136
C000609,ENT_000635,EXACT,915149650491,CNRB0006677,Sai Ahmed,100.0,ENT_000380
C000610,ENT_000514,EXACT,770572261344,CNRB0006677,Atharv Kumar,100.0,ENT_000474
C000611,ENT_000208,EXACT,368004468323,HDFC0005678,Aarav Shah,100.0,ENT_000128
C000612,ENT_000283,EXACT,472646369774,HDFC0001234,Atharv Kapoor,100.0,ENT_000009
C000613,ENT_000180,EXACT,341781900773,AXIS0003456,Priya Roy,100.0,ENT_000182
C000614,ENT_000616,EXACT,889191331391,HDFC0001234,Smt. Diya Roy,100.0,ENT_000161
C000615,ENT_000539,EXACT,797977210972,HDFC0001234,Kavya Shinde,100.0,ENT_000367
C000616,ENT_000516,EXACT,772260083878,HDFC0004321,Kavita Bhatia,100.0,ENT_000386
C000617,ENT_000334,EXACT,542876297368,SBIN0001234,Rajesh Nair,100.0,ENT_000362
C000618,ENT_000392,EXACT,619406611023,SBIN0005678,Rahul Khan,100.0,ENT_000589
C000619,ENT_000689,EXACT,982671983350,UBIN0009900,Diya Verma,100.0,ENT_000456
C000620,ENT_000010,EXACT,112637644335,UBIN0005566,Advaith Srivastava,100.0,ENT_000032
C000621,ENT_000210,EXACT,369867237953,KKBK0007890,Roshni Tripathi,100.0,ENT_000633
C000622,ENT_000526,EXACT,781921266516,PUNB0009876,PRIYA DEY,100.0,ENT_000670
C000623,ENT_000365,EXACT,587938676045,AXIS0007890,Neha A. Chatterjee,100.0,ENT_000349
C000624,ENT_000160,EXACT,321837374500,IDIB0001122,Rahul Mehta,100.0,ENT_000552
C000625,ENT_000529,EXACT,786211639937,IDIB0003344,Saanvi Paul,100.0,ENT_000403
C000626,ENT_000258,EXACT,446809914267,SBIN0005678,Reyansh Pandey,100.0,ENT_000070
C000627,ENT_000550,EXACT,810533231606,IDIB0003344,Sunita Mishra,100.0,ENT_000654
C000628,ENT_000629,EXACT,902902156753,BARB0006789,Kavya Ali,100.0,ENT_000424
C000629,ENT_000460,EXACT,711071920529,SBIN0001234,Shreya Banerjee,100.0,ENT_000178
C000630,ENT_000295,EXACT,491257417623,CNRB0004455,Meena Tiwari,100.0,ENT_000010
C000631,ENT_000019,EXACT,128355454532,KKBK0001928,Navya Dey,100.0,ENT_000005
C000632,ENT_000696,EXACT,995392845738,SBIN0001234,deepa jain,100.0,ENT_000521
C000633,ENT_000206,EXACT,365923443265,KKBK0001928,Rajesh Dutta,100.0,ENT_000624
C000634,ENT_000257,EXACT,446694606719,ICIC0004321,Diya Patil,100.0,ENT_000502
C000635,ENT_000204,EXACT,364684869097,ICIC0002468,Deepak Kumar,100.0,ENT_000137
C000636,ENT_000134,EXACT,277660601409,PUNB0001357,Anita Chatterjee,100.0,ENT_000017
C000637,ENT_000188,EXACT,347278876628,IDIB0003344,Nikhil Yadav,100.0,ENT_000337
C000638,ENT_000441,EXACT,682214113345,HDFC0005678,Manish Ghosh,100.0,ENT_000614
C000639,ENT_000187,EXACT,346998225159,HDFC0001234,Navya Rao,100.0,ENT_000471
C000640,ENT_000065,EXACT,189540907419,BARB0003579,Arjun Patel,100.0,ENT_000651
C000641,ENT_000427,EXACT,665883171878,HDFC0001234,Meena Ali,100.0,ENT_000350
C000642,ENT_000044,EXACT,166814103555,BARB0002345,Sweta Yadav,100.0,ENT_000330
C000643,ENT_000365,EXACT,587938676045,AXIS0007890,Neha S Chatterjee,88.24,ENT_000349
C000644,ENT_000362,EXACT,586655303096,PUNB0001357,Neha Shah,100.0,ENT_000674
C000645,ENT_000417,EXACT,655999474067,BARB0006789,Pankaj Shah,100.0,ENT_000322
C000646,ENT_000453,EXACT,699910770735,HDFC0004321,Ishan Ahmed,100.0,ENT_000268
C000647,ENT_000233,EXACT,409713913259,UBIN0005566,Ashok Pawar,100.0,ENT_000351
C000648,ENT_000465,EXACT,718187630594,UBIN0007788,Neha Rao,100.0,ENT_000545
C000649,ENT_000586,EXACT,856804495442,UBIN0007788,Ashok Mehta,100.0,ENT_000538
C000650,ENT_000300,EXACT,496260389877,KKBK0003210,Karan Deshmukh,93.33,ENT_000626
C000651,ENT_000509,EXACT,762809324231,ICIC0002468,Vihaan Patel,100.0,ENT_000216
C000652,ENT_000024,EXACT,139742680014,IDIB0001122,Anika Dutta,100.0,ENT_000443
C000653,ENT_000103,EXACT,235448546713,AXIS0006543,Deepa Srivastava,100.0,ENT_000287
C000654,ENT_000100,EXACT,231717138423,AXIS0006543,Suresh Nair,100.0,ENT_000570
C000655,ENT_000069,EXACT,192755074844,CNRB0006677,reyansh reddy,100.0,ENT_000346
C000656,ENT_000193,EXACT,353543257595,PUNB0009876,Rahul Bose ,100.0,ENT_000207
C000657,ENT_000119,EXACT,254608246768,KKBK0003210,Karan Patel,100.0,ENT_000028
C000658,ENT_000663,EXACT,944741523484,KKBK0001928,Vihaan Paul,100.0,ENT_000695
C000659,ENT_000125,EXACT,262239677678,IDIB0003344,Aarav Sen,100.0,ENT_000308
C000660,ENT_000061,EXACT,188080452706,CNRB0004455,Pari Kumar,100.0,ENT_000072
C000661,ENT_000649,EXACT,931850734401,BARB0006789,Shaurya Pawar,100.0,ENT_000577
C000662,ENT_000397,EXACT,626972684219,BARB0003579,Pari Rao,100.0,ENT_000439
C000663,ENT_000027,EXACT,146311066182,PUNB0001357,Ishita Ali,100.0,ENT_000166
C000664,ENT_000382,EXACT,601908189135,SBIN0009101,Ira Das,100.0,ENT_000208
C000665,ENT_000309,EXACT,512060416063,HDFC0001234,Ira Kulkarni,100.0,ENT_000289
C000666,ENT_000588,EXACT,859659881269,BARB0003579,Vihaan Tiwari,100.0,ENT_000523
C000667,ENT_000051,EXACT,173899557866,HDFC0001234,Arjun Ahmed,100.0,ENT_000600
C000668,ENT_000676,EXACT,965467382366,KKBK0003210,Roshni M Verma,92.31,ENT_000433
C000669,ENT_000436,EXACT,678187556104,ICIC0002468,Anita Sen,100.0,ENT_000648
C000670,ENT_000259,EXACT,447300118003,BARB0002345,Nikhil Mishra,100.0,ENT_000360
C000671,ENT_000623,EXACT,895651263417,CNRB0004455,Ananya Jain,100.0,ENT_000390
C000672,ENT_000523,EXACT,778759018230,SBIN0009101,Riya Dubey,100.0,ENT_000257
C000673,ENT_000038,EXACT,164058325585,KKBK0001928,Kunal Khan,100.0,ENT_000613
C000674,ENT_000243,EXACT,426029368922,PUNB0005432,Alok Menon,100.0,ENT_000280
C000675,ENT_000131,EXACT,272056016376,AXIS0006543,Alok Kulkarni,100.0,ENT_000494
C000676,ENT_000552,EXACT,813181846360,KKBK0001928,Vivaan Patel,100.0,ENT_000062
C000677,ENT_000092,EXACT,223005401501,SBIN0001234,Rohit Ghosh,100.0,ENT_000001
C000678,ENT_000356,EXACT,578737987515,IDIB0005566,Neha Mehta,100.0,ENT_000172
C000679,ENT_000578,EXACT,848122047461,BARB0002345,Swati Patel,100.0,ENT_000669
C000680,ENT_000315,EXACT,518597220210,ICIC0002468,Sweta Mukherjee,100.0,ENT_000020
C000681,ENT_000632,EXACT,903881442358,IDIB0003344,Anita Nair,100.0,ENT_000636
C000682,ENT_000596,EXACT,867321912243,UBIN0005566,Gaurav Rao,100.0,ENT_000392
C000683,ENT_000115,EXACT,251282538206,UBIN0009900,Pranav Srivastava,100.0,ENT_000002
C000684,ENT_000107,EXACT,240728187316,HDFC0005678,Ajay Yadav,100.0,ENT_000043
C000685,ENT_000149,EXACT,305023162379,KKBK0007890,Shreya Kapoor,100.0,ENT_000463
C000686,ENT_000459,EXACT,709697887681,ICIC0002468,Dhruv Dubey,100.0,ENT_000484
C000687,ENT_000411,EXACT,651613895273,CNRB0008899,Aayan  Joshi,100.0,ENT_000480
C000688,ENT_000554,EXACT,819007192634,CNRB0008899,Ajay Kulkarni,100.0,ENT_000551
C000689,ENT_000134,EXACT,277660601409,PUNB0001357,Anita Chatterjee,100.0,ENT_000017
C000690,ENT_000284,EXACT,480237414389,AXIS0007890,Roshni Jain,100.0,ENT_000184
C000691,ENT_000139,EXACT,290008774121,KKBK0001928,Ishan Nair,100.0,ENT_000205
C000692,ENT_000086,EXACT,213604131741,IDIB0003344,Geeta Dey,100.0,ENT_000383
C000693,ENT_000428,EXACT,666918371818,AXIS0006543,Karan Roy,100.0,ENT_000503
C000694,ENT_000681,EXACT,970967089400,BARB0003579,Navya Ali,100.0,ENT_000209
C000695,ENT_000082,EXACT,207267163908,AXIS0003456,Deepa Jain,100.0,ENT_000513
C000696,ENT_000301,EXACT,497363671483,BARB0006789,Karan Dubey,100.0,ENT_000228
C000697,ENT_000614,EXACT,886883662637,PUNB0005432,Angel Srivastava,100.0,ENT_000086
C000698,ENT_000089,EXACT,218910883301,KKBK0007890,Deepak Kumar ,100.0,ENT_000318
C000699,ENT_000020,EXACT,133774683071,SBIN0009101,Sai Tripathi,100.0,ENT_000488
C000700,ENT_000577,EXACT,847823556587,ICIC0004321,Ashok Patel,100.0,ENT_000582
C000701,ENT_000105,EXACT,237664005555,UBIN0009900,Alok Pawar,100.0,ENT_000312
C000702,ENT_000346,EXACT,567199758169,ICIC0008765,Aadhya Bose,100.0,ENT_000129
C000703,ENT_000296,EXACT,491821870860,KKBK0001928,Swati Ali,100.0,ENT_000668
C000704,ENT_000302,EXACT,497944539920,UBIN0007788,Riya Singh,100.0,ENT_000569
C000705,ENT_000672,EXACT,961009905968,ICIC0002468,Geeta Choudhury,100.0,ENT_000253
C000706,ENT_000184,EXACT,345790651066,SBIN0001234,Anika Malhotra,100.0,ENT_000104
C000707,ENT_000209,EXACT,369646526717,PUNB0005432,Swati Sen,100.0,ENT_000692
C000708,ENT_000421,EXACT,657928656291,ICIC0004321,Ishita Reddy,100.0,ENT_000580
C000709,ENT_000625,EXACT,897070599637,BARB0002345,Vivaan Das,100.0,ENT_000568
C000710,ENT_000318,EXACT,521919454119,SBIN0009101,Deepa Mukherjee,100.0,ENT_000417
C000711,ENT_000599,EXACT,870278886192,SBIN0009101,Meera Singh,100.0,ENT_000588
C000712,ENT_000646,EXACT,928612436713,CNRB0004455, Riya Nair,100.0,ENT_000063
C000713,ENT_000327,EXACT,537205922440,SBIN0009101,Deepa Malhotra,100.0,ENT_000649
C000714,ENT_000644,EXACT,921428173109,SBIN0001234,Anita Kumar,100.0,ENT_000435
C000715,ENT_000132,EXACT,274493552068,IDIB0003344,Nikhil Tiwari,100.0,ENT_000030
C000716,ENT_000617,EXACT,889679065378,PUNB0005432,Meena Malhotra,100.0,ENT_000496
C000717,ENT_000402,EXACT,635661484746,HDFC0005678,Anika Dutta,100.0,ENT_000068
C000718,ENT_000318,EXACT,521919454119,SBIN0009101,Deepa Mukherjee,100.0,ENT_000417
C000719,ENT_000645,EXACT,926552435289,ICIC0002468,Sunita Roy,100.0,ENT_000567
C000720,ENT_000661,EXACT,943577941619,AXIS0007890,Ishan Rao,100.0,ENT_000476
C000721,ENT_000628,EXACT,900650578998,HDFC0001234,Ramesh Ali,100.0,ENT_000326
C000722,ENT_000646,EXACT,928612436713,CNRB0004455,Riya Nair,100.0,ENT_000063
C000723,ENT_000690,EXACT,983075619976,PUNB0001357,Sara Dubey,100.0,ENT_000276
C000724,ENT_000357,EXACT,579255341440,BARB0003579,"Patel, Ashok",100.0,ENT_000220
C000725,ENT_000602,EXACT,871677274007,IDIB0005566,Kavya Patel,100.0,ENT_000395
C000726,ENT_000503,EXACT,757475491416,SBIN0005678,Pankaj Biswas,100.0,ENT_000215
C000727,ENT_000696,EXACT,995392845738,SBIN0001234,Deepa Jain,100.0,ENT_000521
C000728,ENT_000175,EXACT,337257122934,BARB0002345,Anita Singh,100.0,ENT_000505
C000729,ENT_000445,EXACT,690328426008,KKBK0007890,Meena Jain,100.0,ENT_000243
C000730,ENT_000571,EXACT,841301841479,UBIN0007788,Reyansh Ghosh,100.0,ENT_000601
C000731,ENT_000245,EXACT,427385361962,CNRB0004455,Ritvik Deshmukh,100.0,ENT_000612
C000732,ENT_000477,EXACT,728090887216,AXIS0003456,Ira Khan,100.0,ENT_000246
C000733,ENT_000382,EXACT,601908189135,SBIN0009101,Ira Das,100.0,ENT_000208
C000734,ENT_000394,EXACT,623060957599,IDIB0003344,Kunal Banerjee,90.32,ENT_000054
C000735,ENT_000630,EXACT,903526763113,KKBK0007890,Krishna Gaikwad,100.0,ENT_000042
C000736,ENT_000608,EXACT,878453131767,AXIS0006543,Deepak Pawar,100.0,ENT_000385
C000737,ENT_000205,EXACT,364927045739,KKBK0007890,Ritvik Mukherjee,100.0,ENT_000265
C000738,ENT_000564,EXACT,833896555423,IDIB0001122,Nikhil Paul,100.0,ENT_000332
C000739,ENT_000176,EXACT,337322386179,IDIB0005566,Ananya Yadav,100.0,ENT_000423
C000740,ENT_000119,EXACT,254608246768,KKBK0003210,Karan Patel,100.0,ENT_000028
C000741,ENT_000053,EXACT,175051409106,SBIN0009101,Shaurya Patel,100.0,ENT_000328
C000742,ENT_000005,EXACT,106937867936,CNRB0006677,Shaurya Verma,100.0,ENT_000422
C000743,ENT_000448,EXACT,696016368562,IDIB0005566,Kavya Gupta,100.0,ENT_000400
C000744,ENT_000050,EXACT,173895795270,IDIB0005566,Roshni Chatterjee,100.0,ENT_000306
C000745,ENT_000148,EXACT,299380463457,ICIC0002468,Sanjay Ghosh,100.0,ENT_000060
C000746,ENT_000457,EXACT,708941592508,BARB0003579,Pari Rao,100.0,ENT_000479
C000747,ENT_000119,EXACT,254608246768,KKBK0003210,Karan Patel,100.0,ENT_000028
C000748,ENT_000194,EXACT,354482841033,HDFC0001234,Anika Mehta,100.0,ENT_000186
C000749,ENT_000244,EXACT,426457316675,BARB0002345,Pranav Jain,100.0,ENT_000557
C000750,ENT_000015,EXACT,117806602466,ICIC0002468,Roshni Pandey,100.0,ENT_000630
C000751,ENT_000361,EXACT,585655080082,IDIB0003344,Roshni Shah,100.0,ENT_000061
C000752,ENT_000376,EXACT,597707816158,ICIC0008765,Sanjay Mishra,100.0,ENT_000174
C000753,ENT_000663,EXACT,944741523484,KKBK0001928,Vihaan Paul,100.0,ENT_000695
C000754,ENT_000260,EXACT,448013415558,CNRB0008899,Advik Dey,100.0,ENT_000418
C000755,ENT_000182,EXACT,342682139286,BARB0006789,Sai Paul,100.0,ENT_000315
C000756,ENT_000202,EXACT,362647482251,HDFC0005678,Ajay Saxena,100.0,ENT_000158
C000757,ENT_000582,EXACT,850853317874,ICIC0008765,Arjun Mishra,100.0,ENT_000527
C000758,ENT_000352,EXACT,574056332778,HDFC0005678,Priya Pawar,100.0,ENT_000262
C000759,ENT_000428,EXACT,666918371818,AXIS0006543,Karan Roy,100.0,ENT_000503
C000760,ENT_000681,EXACT,970967089400,BARB0003579,NAVYA ALI,100.0,ENT_000209
C000761,ENT_000095,EXACT,226307668955,HDFC0005678,Sai Gupta,100.0,ENT_000293
C000762,ENT_000211,EXACT,369946052512,IDIB0005566,Atharv Sen,100.0,ENT_000173
C000763,ENT_000561,EXACT,830136378095,KKBK0007890,Kavya Kapoor,100.0,ENT_000533
C000764,ENT_000025,EXACT,142400633488,CNRB0004455,Ajay Mukherjee,100.0,ENT_000102
C000765,ENT_000519,EXACT,775057307204,BARB0002345,Vikram Malhotra,100.0,ENT_000118
C000766,ENT_000026,EXACT,143497047298,PUNB0009876,Kavita Gupta,100.0,ENT_000094
C000767,ENT_000060,EXACT,186651263082,BARB0006789,Swati Choudhury,100.0,ENT_000264
C000768,ENT_000596,EXACT,867321912243,UBIN0005566,Gaurav Rao,100.0,ENT_000392
C000769,ENT_000281,EXACT,471144503217,IDIB0005566,Sunil Malhotra,100.0,ENT_000325
C000770,ENT_000700,EXACT,999342668835,PUNB0001357,Ritvik Dutta,100.0,ENT_000541
C000771,ENT_000385,EXACT,605272201394,HDFC0005678,Sneha Rao,100.0,ENT_000025
C000772,ENT_000671,EXACT,950881068534,PUNB0009876,Riya Roy,100.0,ENT_000425
C000773,ENT_000174,EXACT,334774804042,BARB0003579,Aditya Singh,100.0,ENT_000304
C000774,ENT_000686,EXACT,980143211604,KKBK0003210,Neha Patel,100.0,ENT_000448
C000775,ENT_000365,EXACT,587938676045,AXIS0007890,Neha Chatterjee,93.75,ENT_000349
C000776,ENT_000171,EXACT,333279765207,BARB0003579,Karan Malhotra,100.0,ENT_000024
C000777,ENT_000017,EXACT,123611025550,SBIN0009101,Gaurav Shinde,100.0,ENT_000504
C000778,ENT_000671,EXACT,950881068534,PUNB0009876,Riya Roy,100.0,ENT_000425
C000779,ENT_000668,EXACT,949102978448,PUNB0009876,A Mishra,80.0,ENT_000165
C000780,ENT_000088,EXACT,215681909956,UBIN0007788,Shreya Joshi,100.0,ENT_000412
C000781,ENT_000079,EXACT,204934110625,UBIN0009900,Deepa Rao,100.0,ENT_000329
C000782,ENT_000642,EXACT,920842622752,IDIB0001122,Vijay Ghosh,100.0,ENT_000622
C000783,ENT_000122,EXACT,258169176459,SBIN0009101,Dr. Aayan Nair,100.0,ENT_000211
C000784,ENT_000415,EXACT,655184583398,KKBK0007890,Pooja Singh,100.0,ENT_000087
C000785,ENT_000057,EXACT,181850729653,UBIN0005566,Siddharth Bhatia,100.0,ENT_000455
C000786,ENT_000106,EXACT,239710314903,UBIN0009900,Sara Sharma,100.0,ENT_000594
C000787,ENT_000282,EXACT,472210151899,CNRB0006677,Dhruv Tiwari,100.0,ENT_000401
C000788,ENT_000121,EXACT,257721695267,AXIS0007890,Ananya Kumar,100.0,ENT_000252
C000789,ENT_000122,EXACT,258169176459,SBIN0009101,Aayan Nair,86.96,ENT_000211
C000790,ENT_000413,EXACT,652035807486,CNRB0008899,Neha Nair,100.0,ENT_000282
C000791,ENT_000450,EXACT,697493414595,ICIC0008765,Ananya Sen,100.0,ENT_000210
C000792,ENT_000600,EXACT,870310160681,AXIS0006543,Neha Roy,100.0,ENT_000185
C000793,ENT_000465,EXACT,718187630594,UBIN0007788,Neha Rao,100.0,ENT_000545
C000794,ENT_000071,EXACT,195058393769,HDFC0004321,Pankaj Ahmed,100.0,ENT_000675
C000795,ENT_000360,EXACT,584228819436,CNRB0006677,M. Jain,70.59,ENT_000446
C000796,ENT_000315,EXACT,518597220210,ICIC0002468,Sweta Mukherjee,100.0,ENT_000020
C000797,ENT_000331,EXACT,540273328737,KKBK0003210,Sai Gupta,100.0,ENT_000515
C000798,ENT_000238,EXACT,417104722442,SBIN0009101,Choudhury Atharv,100.0,ENT_000378
C000799,ENT_000138,EXACT,287436613779,BARB0002345,Ananya Nair,100.0,ENT_000486
C000800,ENT_000014,EXACT,116633204627,BARB0002345,Rahul Kulkarni,100.0,ENT_000194
C000801,ENT_000292,EXACT,488893282253,UBIN0005566,Sneha Choudhury,100.0,ENT_000535
C000802,ENT_000424,EXACT,663207412387,AXIS0007890,Sunil Mishra,100.0,ENT_000584
C000803,ENT_000077,EXACT,203484341332,UBIN0005566,Pankaj Agarwal,100.0,ENT_000055
C000804,ENT_000150,EXACT,306045573885,KKBK0007890,Karan Bhatia,100.0,ENT_000447
C000805,ENT_000369,EXACT,591269009200,CNRB0004455,Swati Kapoor,100.0,ENT_000591
C000806,ENT_000145,EXACT,296871013927,CNRB0008899,Arjun Malhotra,100.0,ENT_000555
C000807,ENT_000584,EXACT,855671426170,PUNB0005432,Pooja Patil,100.0,ENT_000634
C000808,ENT_000099,EXACT,230342679193,HDFC0004321,ISHITA MALHOTRA,100.0,ENT_000593
C000809,ENT_000538,EXACT,796181120841,AXIS0007890,Rohit Gupta,100.0,ENT_000088
C000810,ENT_000411,EXACT,651613895273,CNRB0008899,Dr. Aayan Joshi,88.0,ENT_000480
C000811,ENT_000168,EXACT,331762745410,BARB0002345,Ritvik Dey,100.0,ENT_000660
C000812,ENT_000482,EXACT,734065014236,ICIC0004321,Manish Patil,100.0,ENT_000127
C000813,ENT_000328,EXACT,537317445811,CNRB0008899,Ishan Roy,100.0,ENT_000661
C000814,ENT_000456,EXACT,704310233911,CNRB0008899,Ajay Gaikwad,100.0,ENT_000575
C000815,ENT_000039,EXACT,164558300421,KKBK0007890,Siddharth Ali,100.0,ENT_000317
C000816,ENT_000474,EXACT,722478488545,ICIC0004321,Meera Menon,100.0,ENT_000694
C000817,ENT_000016,EXACT,119275187833,SBIN0001234,Ishita Yadav,100.0,ENT_000643
C000818,ENT_000404,EXACT,639157294166,UBIN0007788,Preeti Roy,100.0,ENT_000520
C000819,ENT_000597,EXACT,867996662339,UBIN0005566,Pankaj Menon,100.0,ENT_000646
C000820,ENT_000457,EXACT,708941592508,BARB0003579,Rao Pari,100.0,ENT_000479
C000821,ENT_000638,EXACT,917103043320,KKBK0001928,Ishita Das,100.0,ENT_000026
C000822,ENT_000691,EXACT,985899371430,SBIN0005678,Sunil Gaikwad,100.0,ENT_000011
C000823,ENT_000355,EXACT,577398461838,HDFC0004321,Shreya Tripathi,100.0,ENT_000170
C000824,ENT_000349,EXACT,571182253884,KKBK0001928,Vivaan Joshi,100.0,ENT_000091
C000825,ENT_000469,EXACT,719173009122,ICIC0008765,Preeti Kapoor,100.0,ENT_000662
C000826,ENT_000572,EXACT,841844861994,AXIS0003456,Sweta Bhatia,100.0,ENT_000285
C000827,ENT_000182,EXACT,342682139286,BARB0006789,Sai Paul,100.0,ENT_000315
C000828,ENT_000294,EXACT,490462379884,BARB0006789,Pankaj Sen,100.0,ENT_000454
C000829,ENT_000316,EXACT,519275532872,IDIB0003344,Sunita Ahmed,100.0,ENT_000687
C000830,ENT_000431,EXACT,670799496139,AXIS0006543,Aryan Ghosh,100.0,ENT_000047
C000831,ENT_000196,EXACT,355868954463,KKBK0001928,Arjun Menon,100.0,ENT_000554
C000832,ENT_000222,EXACT,396703133413,AXIS0006543,Nikhil Patil,100.0,ENT_000348
C000833,ENT_000482,EXACT,734065014236,ICIC0004321,manish patil,100.0,ENT_000127
C000834,ENT_000422,EXACT,660920055648,UBIN0009900,Kabir Kumar,100.0,ENT_000239
C000835,ENT_000298,EXACT,495215290807,PUNB0009876,Pari Chatterjee,100.0,ENT_000397
C000836,ENT_000235,EXACT,413697123579,CNRB0008899,Ajay Bose,100.0,ENT_000420
C000837,ENT_000654,EXACT,937726990452,SBIN0001234,Kunal Rao,100.0,ENT_000639
C000838,ENT_000136,EXACT,286318825329,HDFC0005678,Neha Roy,100.0,ENT_000681
C000839,ENT_000535,EXACT,795108436649,ICIC0008765,Krishna Dey,100.0,ENT_000640
C000840,ENT_000181,EXACT,341976367027,PUNB0005432,Saanvi Kumar,100.0,ENT_000366
C000841,ENT_000589,EXACT,859707157168,CNRB0006677,Ananya Gaikwad,100.0,ENT_000092
C000842,ENT_000418,EXACT,656532922316,ICIC0004321,Ananya Saxena,100.0,ENT_000334
C000843,ENT_000097,EXACT,226750596909,AXIS0003456,Anika Das,100.0,ENT_000110
C000844,ENT_000272,EXACT,458435204313,PUNB0005432,Swati Sen,100.0,ENT_000153
C000845,ENT_000308,EXACT,509615173560,AXIS0006543,Ishan Mishra,100.0,ENT_000460
C000846,ENT_000059,EXACT,184965906196,PUNB0001357,Pooja Ghosh,100.0,ENT_000684
C000847,ENT_000438,EXACT,680411980930,PUNB0001357,Gaurav Mehta,100.0,ENT_000461
C000848,ENT_000335,EXACT,545699699578,CNRB0004455,Tanvi Sharma,100.0,ENT_000226
C000849,ENT_000680,EXACT,968600167952,KKBK0007890,Vihaan Bhatia,100.0,ENT_000472
C000850,ENT_000313,EXACT,518008488562,BARB0006789,Dr. Kavya Dutta,88.0,ENT_000321
C000851,ENT_000381,EXACT,600446723343,HDFC0005678,Tanvi Rao,100.0,ENT_000517
C000852,ENT_000043,EXACT,166210246191,ICIC0004321,Alok Kapoor,100.0,ENT_000142
C000853,ENT_000687,EXACT,980891814797,UBIN0009900,Ajay Mehta,100.0,ENT_000627
