subgraph_id,seed_account,contains_laundering,num_nodes,num_edges,in_degree_seed,out_degree_seed,fan_out_ratio,density,average_degree,num_terminal_sinks,total_transaction_value,max_transaction_value,velocity_tph,velocity_vph,graphml_path
IBM_NEG_0101,B43818_810D71A20,0,1,2,2,2,1.0,0.0,4.0,0,15978.4,7989.2,0.0278,221.92,data\ibm_graphs\IBM_NEG_0101.graphml
IBM_NEG_0102,B17610_804393E30,0,20,98,10,20,2.0,0.2579,9.8,8,17846640.11,2939900.15,1.3611,247870.0,data\ibm_graphs\IBM_NEG_0102.graphml
IBM_NEG_0103,B35827_80274C7C0,0,1,2,2,2,1.0,0.0,4.0,0,1556.6,778.3,0.0278,21.62,data\ibm_graphs\IBM_NEG_0103.graphml
IBM_NEG_0104,B219184_80D41D4B0,0,7,27,2,8,4.0,0.6429,7.7143,2,379012.93,114948.64,0.375,5264.07,data\ibm_graphs\IBM_NEG_0104.graphml
IBM_NEG_0105,B28694_80F334530,0,1,2,2,2,1.0,0.0,4.0,0,16108.32,8054.16,0.0278,223.73,data\ibm_graphs\IBM_NEG_0105.graphml
IBM_NEG_0106,B1688_80075D5E0,0,21,103,10,4,0.4,0.2452,9.8095,7,9697834.21,959265.91,1.4306,134692.14,data\ibm_graphs\IBM_NEG_0106.graphml
IBM_NEG_0107,B1588_80D2ED6B0,0,1,2,2,2,1.0,0.0,4.0,0,261902.58,130951.29,0.0278,3637.54,data\ibm_graphs\IBM_NEG_0107.graphml
IBM_NEG_0108,B16643_808DF1DF0,0,1,2,2,2,1.0,0.0,4.0,0,21113.18,10556.59,0.0278,293.24,data\ibm_graphs\IBM_NEG_0108.graphml
IBM_NEG_0109,B35655_813353360,0,2,4,0,2,2.0,2.0,4.0,0,305.86,129.77,0.0556,4.25,data\ibm_graphs\IBM_NEG_0109.graphml
IBM_NEG_0110,B28248_80A63EE00,0,27,106,12,8,0.6667,0.151,7.8519,11,81556235.19,10388625.06,1.4722,1132725.49,data\ibm_graphs\IBM_NEG_0110.graphml
IBM_NEG_0111,B152153_813E71320,0,4,12,2,2,1.0,1.0,6.0,1,29479.38,9249.48,0.1667,409.44,data\ibm_graphs\IBM_NEG_0111.graphml
IBM_NEG_0112,B317824_8103D3640,0,2,4,0,2,2.0,2.0,4.0,0,3595089.1,1797544.54,0.0556,49931.79,data\ibm_graphs\IBM_NEG_0112.graphml
IBM_NEG_0113,B1547_80778F2C0,0,32,121,12,8,0.6667,0.122,7.5625,15,10230334.06,1148649.97,1.6806,142087.97,data\ibm_graphs\IBM_NEG_0113.graphml
IBM_NEG_0114,B28_80ADE5650,0,1,2,2,2,1.0,0.0,4.0,0,15724.38,7862.19,0.0278,218.39,data\ibm_graphs\IBM_NEG_0114.graphml
IBM_NEG_0115,B116904_8071C2C70,0,2,4,4,2,0.5,2.0,4.0,0,4381052.18,2189724.4,0.0556,60847.95,data\ibm_graphs\IBM_NEG_0115.graphml
IBM_NEG_0116,B15055_802B4E5A0,0,1,2,2,2,1.0,0.0,4.0,0,31.68,15.84,0.0278,0.44,data\ibm_graphs\IBM_NEG_0116.graphml
IBM_NEG_0117,B343785_8100A9040,0,2,4,0,2,2.0,2.0,4.0,0,31812.24,14787.38,0.0556,441.84,data\ibm_graphs\IBM_NEG_0117.graphml
IBM_NEG_0118,B113304_805C9B1F0,0,6,25,2,8,4.0,0.8333,8.3333,1,71824675.09,63748736.0,0.3472,997564.93,data\ibm_graphs\IBM_NEG_0118.graphml
IBM_NEG_0119,B139342_80FB1D680,0,1,2,2,2,1.0,0.0,4.0,0,1396.8,698.4,0.0278,19.4,data\ibm_graphs\IBM_NEG_0119.graphml
IBM_NEG_0120,B222664_80EC6C050,1,21530,91217,6,2,0.3333,0.0002,8.4735,8509,85618490224.13,6864834129.45,1266.9028,1189145697.56,data\ibm_graphs\IBM_NEG_0120.graphml
IBM_NEG_0121,B24963_80A629E30,1,12797,54214,16,4,0.25,0.0003,8.4729,4999,29716797337.51,825807854.75,752.9722,412733296.35,data\ibm_graphs\IBM_NEG_0121.graphml
IBM_NEG_0122,B11657_800DA58B0,0,21,85,8,4,0.5,0.2024,8.0952,9,4043583.59,970711.21,1.1806,56160.88,data\ibm_graphs\IBM_NEG_0122.graphml
IBM_NEG_0123,B27288_807914CC0,0,9,28,2,4,2.0,0.3889,6.2222,2,991495.1,201464.0,0.3889,13770.77,data\ibm_graphs\IBM_NEG_0123.graphml
IBM_NEG_0124,B228540_80C2B35F0,0,1,2,2,2,1.0,0.0,4.0,0,44625.9,22312.95,0.0278,619.8,data\ibm_graphs\IBM_NEG_0124.graphml
IBM_NEG_0125,B126191_809B4B750,0,6,21,2,8,4.0,0.7,7.0,2,153915841.22,64051581.19,0.2917,2137720.02,data\ibm_graphs\IBM_NEG_0125.graphml
IBM_NEG_0126,B21387_801C97990,0,12,63,12,12,1.0,0.4773,10.5,5,4170577.35,895254.84,0.875,57924.69,data\ibm_graphs\IBM_NEG_0126.graphml
IBM_NEG_0127,B312618_80547E5A0,0,3,6,0,2,2.0,1.0,4.0,0,33039.38,16519.47,0.0833,458.88,data\ibm_graphs\IBM_NEG_0127.graphml
IBM_NEG_0128,B20846_809419200,0,1,4,4,4,1.0,0.0,8.0,0,235.24,99.41,0.0556,3.27,data\ibm_graphs\IBM_NEG_0128.graphml
IBM_NEG_0129,B322833_80C2F1700,0,1,2,2,2,1.0,0.0,4.0,0,8528.8,4264.4,0.0278,118.46,data\ibm_graphs\IBM_NEG_0129.graphml
IBM_NEG_0130,B32564_80C681C40,0,10,32,6,2,0.3333,0.3556,6.4,3,68545382.46,32482385.0,0.4444,952019.2,data\ibm_graphs\IBM_NEG_0130.graphml
IBM_NEG_0131,B1686_8040778D0,0,1,2,2,2,1.0,0.0,4.0,0,64026.84,32013.42,0.0278,889.26,data\ibm_graphs\IBM_NEG_0131.graphml
IBM_NEG_0132,B342293_80F895530,0,1,2,2,2,1.0,0.0,4.0,0,5901.88,2950.94,0.0278,81.97,data\ibm_graphs\IBM_NEG_0132.graphml
IBM_NEG_0133,B15750_808603010,0,11,42,2,2,1.0,0.3818,7.6364,0,53863518.28,22663616.42,0.5833,748104.42,data\ibm_graphs\IBM_NEG_0133.graphml
IBM_NEG_0134,B19925_803B09990,0,4,16,2,2,1.0,1.3333,8.0,0,31052971.32,13064805.8,0.2222,431291.27,data\ibm_graphs\IBM_NEG_0134.graphml
IBM_NEG_0135,B234395_80CC1BC20,0,1,2,2,2,1.0,0.0,4.0,0,131.66,65.83,0.0278,1.83,data\ibm_graphs\IBM_NEG_0135.graphml
IBM_NEG_0136,B44565_810C321A0,0,3,16,6,4,0.6667,2.6667,10.6667,0,1633063.02,528021.41,0.2222,22681.43,data\ibm_graphs\IBM_NEG_0136.graphml
IBM_NEG_0137,B331011_80DA4F9B0,0,1,2,2,2,1.0,0.0,4.0,0,21177.84,10588.92,0.0278,294.14,data\ibm_graphs\IBM_NEG_0137.graphml
IBM_NEG_0138,B11471_802EDE370,0,7,29,2,4,2.0,0.6905,8.2857,1,643084.3,242485.87,0.4028,8931.73,data\ibm_graphs\IBM_NEG_0138.graphml
IBM_NEG_0139,B15055_80BC97AC0,0,1,2,2,2,1.0,0.0,4.0,0,28830.18,14415.09,0.0278,400.42,data\ibm_graphs\IBM_NEG_0139.graphml
IBM_NEG_0140,B354042_813C24F41,0,1,2,2,2,1.0,0.0,4.0,0,2.84,1.42,0.0278,0.04,data\ibm_graphs\IBM_NEG_0140.graphml
IBM_NEG_0141,B29467_803DC92D0,0,23,113,6,14,2.3333,0.2233,9.8261,7,1054877056.99,137766613.53,1.5694,14651070.24,data\ibm_graphs\IBM_NEG_0141.graphml
IBM_NEG_0142,B21568_808B80A30,0,1,4,4,4,1.0,0.0,8.0,0,19639.06,9812.25,0.0556,272.76,data\ibm_graphs\IBM_NEG_0142.graphml
IBM_NEG_0143,B32287_801260CA0,0,1,2,2,2,1.0,0.0,4.0,0,634.24,317.12,0.0278,8.81,data\ibm_graphs\IBM_NEG_0143.graphml
IBM_NEG_0144,B327099_809E3BBB0,0,1,2,2,2,1.0,0.0,4.0,0,98.06,49.03,0.0278,1.36,data\ibm_graphs\IBM_NEG_0144.graphml
IBM_NEG_0145,B23842_8019FD500,0,55,205,6,16,2.6667,0.069,7.4545,29,400847248.1,191269655.44,2.8472,5567322.89,data\ibm_graphs\IBM_NEG_0145.graphml
IBM_NEG_0146,B35684_80F15DC10,1,21531,91222,8,2,0.25,0.0002,8.4735,8509,85622277789.93,6864834129.45,1266.9722,1189198302.64,data\ibm_graphs\IBM_NEG_0146.graphml
IBM_NEG_0147,B33851_801BCC9A0,0,1,2,2,2,1.0,0.0,4.0,0,8217.02,4108.51,0.0278,114.13,data\ibm_graphs\IBM_NEG_0147.graphml
IBM_NEG_0148,B1024_80178EAD0,1,12797,54214,8,4,0.5,0.0003,8.4729,4999,29716797337.51,825807854.75,752.9722,412733296.35,data\ibm_graphs\IBM_NEG_0148.graphml
IBM_NEG_0149,B315344_808D602E0,0,1,2,2,2,1.0,0.0,4.0,0,210.1,105.05,0.0278,2.92,data\ibm_graphs\IBM_NEG_0149.graphml
IBM_NEG_0150,B5464_80210DB60,0,7,34,4,12,3.0,0.8095,9.7143,0,15954656.18,4496327.0,0.4722,221592.45,data\ibm_graphs\IBM_NEG_0150.graphml
IBM_NEG_0151,B1522_801DE2D00,0,11,45,0,8,8.0,0.4091,8.1818,2,5635628.33,1466040.51,0.625,78272.62,data\ibm_graphs\IBM_NEG_0151.graphml
IBM_NEG_0152,B138010_810418B70,0,1,2,2,2,1.0,0.0,4.0,0,315361.34,157680.67,0.0278,4380.02,data\ibm_graphs\IBM_NEG_0152.graphml
IBM_NEG_0153,B1588_806D29A90,0,1,4,4,4,1.0,0.0,8.0,0,286.22,119.76,0.0556,3.98,data\ibm_graphs\IBM_NEG_0153.graphml
IBM_NEG_0154,B17400_80A041420,1,21530,91217,8,2,0.25,0.0002,8.4735,8509,85618490224.13,6864834129.45,1266.9028,1189145697.56,data\ibm_graphs\IBM_NEG_0154.graphml
IBM_NEG_0155,B324323_808DB0D70,0,1,2,2,2,1.0,0.0,4.0,0,1225.44,612.72,0.0278,17.02,data\ibm_graphs\IBM_NEG_0155.graphml
IBM_NEG_0156,B25768_8093EDDC0,0,1,2,2,2,1.0,0.0,4.0,0,519.48,259.74,0.0278,7.21,data\ibm_graphs\IBM_NEG_0156.graphml
IBM_NEG_0157,B16792_806EC1090,0,2,4,4,2,0.5,2.0,4.0,0,123576.94,61788.45,0.0556,1716.35,data\ibm_graphs\IBM_NEG_0157.graphml
IBM_NEG_0158,B340574_80ED88150,0,7,32,0,2,2.0,0.7619,9.1429,1,924892.74,162895.2,0.4444,12845.73,data\ibm_graphs\IBM_NEG_0158.graphml
IBM_NEG_0159,B210292_804030320,0,36,132,8,4,0.5,0.1048,7.3333,7,22634954660.08,10064601283.3,1.8333,314374370.28,data\ibm_graphs\IBM_NEG_0159.graphml
IBM_NEG_0160,B13264_8019A82D0,0,1,2,2,2,1.0,0.0,4.0,0,26955.86,13477.93,0.0278,374.39,data\ibm_graphs\IBM_NEG_0160.graphml
IBM_NEG_0161,B40188_81407D6F0,0,1,2,2,2,1.0,0.0,4.0,0,14672.12,7336.06,0.0278,203.78,data\ibm_graphs\IBM_NEG_0161.graphml
IBM_NEG_0162,B3698_80D2198D0,0,1,2,2,2,1.0,0.0,4.0,0,12304.34,6152.17,0.0278,170.89,data\ibm_graphs\IBM_NEG_0162.graphml
IBM_NEG_0163,B31720_80C2A8200,1,10,40,4,6,1.5,0.4444,8.0,1,13076698.56,12420275.0,0.5556,181620.81,data\ibm_graphs\IBM_NEG_0163.graphml
IBM_NEG_0164,B17649_80EBC9830,0,2,8,2,6,3.0,4.0,8.0,0,643.86,173.6,0.1111,8.94,data\ibm_graphs\IBM_NEG_0164.graphml
IBM_NEG_0165,B349082_8123FDC50,0,2,2,0,2,2.0,1.0,2.0,1,265335.06,132667.53,0.0278,3685.21,data\ibm_graphs\IBM_NEG_0165.graphml
IBM_NEG_0166,B29715_803994DD0,0,9,25,0,2,2.0,0.3472,5.5556,2,8594019.4,3429370.34,0.3472,119361.38,data\ibm_graphs\IBM_NEG_0166.graphml
IBM_NEG_0167,B346738_8111C9A90,0,3,8,0,2,2.0,1.3333,5.3333,0,20098.54,5491.26,0.1111,279.15,data\ibm_graphs\IBM_NEG_0167.graphml
IBM_NEG_0168,B142836_8100C5460,0,29,110,2,10,5.0,0.1355,7.5862,9,168153063.38,83510558.62,1.5278,2335459.21,data\ibm_graphs\IBM_NEG_0168.graphml
IBM_NEG_0169,B27288_805287DE0,0,34,100,8,10,1.25,0.0891,5.8824,17,10390350.15,2925166.75,1.3889,144310.42,data\ibm_graphs\IBM_NEG_0169.graphml
IBM_NEG_0170,B22_801F9E590,1,12797,54214,8,2,0.25,0.0003,8.4729,4999,29716797337.51,825807854.75,752.9722,412733296.35,data\ibm_graphs\IBM_NEG_0170.graphml
IBM_NEG_0171,B122080_810467FA0,0,1,2,2,2,1.0,0.0,4.0,0,246389.48,123194.74,0.0278,3422.08,data\ibm_graphs\IBM_NEG_0171.graphml
IBM_NEG_0172,B17708_807D80310,0,1,4,4,4,1.0,0.0,8.0,0,677.72,332.93,0.0556,9.41,data\ibm_graphs\IBM_NEG_0172.graphml
IBM_NEG_0173,B332837_80C738D10,0,2,2,0,2,2.0,1.0,2.0,1,531649.94,265824.97,0.0278,7384.03,data\ibm_graphs\IBM_NEG_0173.graphml
IBM_NEG_0174,B1502_803D17900,1,5846,12011,12,4,0.3333,0.0004,4.1091,5836,7276849672.48,825807854.75,166.8194,101067356.56,data\ibm_graphs\IBM_NEG_0174.graphml
IBM_NEG_0175,B40404_80F0CB5F0,0,1,2,2,2,1.0,0.0,4.0,0,10336.9,5168.45,0.0278,143.57,data\ibm_graphs\IBM_NEG_0175.graphml
IBM_NEG_0176,B16792_806590960,0,1,2,2,2,1.0,0.0,4.0,0,9526391.8,4763195.9,0.0278,132311.0,data\ibm_graphs\IBM_NEG_0176.graphml
IBM_NEG_0177,B240229_80FB381A0,1,2697,11193,10,2,0.2,0.0015,8.3003,1033,6383647532.87,1419266578.41,155.4583,88661771.29,data\ibm_graphs\IBM_NEG_0177.graphml
IBM_NEG_0178,B13959_80DA91750,0,1,4,4,4,1.0,0.0,8.0,0,66449.78,33214.3,0.0556,922.91,data\ibm_graphs\IBM_NEG_0178.graphml
IBM_NEG_0179,B23691_80774B3A0,0,11,43,6,8,1.3333,0.3909,7.8182,1,166362.94,31266.87,0.5972,2310.6,data\ibm_graphs\IBM_NEG_0179.graphml
IBM_NEG_0180,B28800_8105A8420,0,8,20,8,4,0.5,0.3571,5.0,3,3922696.34,1937748.0,0.2778,54481.89,data\ibm_graphs\IBM_NEG_0180.graphml
IBM_NEG_0181,B10709_812B5B760,0,27,102,14,2,0.1429,0.1453,7.5556,9,51534610.08,22482628.0,1.4167,715758.47,data\ibm_graphs\IBM_NEG_0181.graphml
IBM_NEG_0182,B246581_811305760,0,23,58,6,2,0.3333,0.1146,5.0435,12,145845120.46,109989172.41,0.8056,2025626.67,data\ibm_graphs\IBM_NEG_0182.graphml
IBM_NEG_0183,B3_805874660,1,2189,8957,14,4,0.2857,0.0019,8.1836,893,451870135413.16,27164201782.49,124.4028,6275974102.96,data\ibm_graphs\IBM_NEG_0183.graphml
IBM_NEG_0184,B1292_80224B490,1,9605,20013,6,4,0.6667,0.0002,4.1672,9592,12654977765.01,1615849280.83,277.9583,175763580.07,data\ibm_graphs\IBM_NEG_0184.graphml
IBM_NEG_0185,B28_8060C44F0,1,878,1946,6,14,2.3333,0.0025,4.4328,824,35495457027.69,4028473479.26,27.0278,492992458.72,data\ibm_graphs\IBM_NEG_0185.graphml
IBM_NEG_0186,B115363_81181EF90,0,1,2,2,2,1.0,0.0,4.0,0,515.08,257.54,0.0278,7.15,data\ibm_graphs\IBM_NEG_0186.graphml
IBM_NEG_0187,B333874_80E3039E0,0,2,2,0,2,2.0,1.0,2.0,1,0.04,0.02,0.0278,0.0,data\ibm_graphs\IBM_NEG_0187.graphml
IBM_NEG_0188,B214_8094DB330,0,4,7,0,2,2.0,0.5833,3.5,0,10533.74,6659.64,0.0972,146.3,data\ibm_graphs\IBM_NEG_0188.graphml
IBM_NEG_0189,B26860_812728C50,0,1,2,2,2,1.0,0.0,4.0,0,1213.68,606.84,0.0278,16.86,data\ibm_graphs\IBM_NEG_0189.graphml
IBM_NEG_0190,B21831_80936F300,0,1,4,4,4,1.0,0.0,8.0,0,15978.34,7977.87,0.0556,221.92,data\ibm_graphs\IBM_NEG_0190.graphml
IBM_NEG_0191,B4503_808A2F8B0,0,2,6,6,4,0.6667,3.0,6.0,0,26536.92,11138.8,0.0833,368.57,data\ibm_graphs\IBM_NEG_0191.graphml
IBM_NEG_0192,B19705_812E22D10,0,1,2,2,2,1.0,0.0,4.0,0,23302.08,11651.04,0.0278,323.64,data\ibm_graphs\IBM_NEG_0192.graphml
IBM_NEG_0193,B1047_809FFF7C0,0,1,4,4,4,1.0,0.0,8.0,0,269739.48,134849.48,0.0556,3746.38,data\ibm_graphs\IBM_NEG_0193.graphml
IBM_NEG_0194,B20486_8085D2EF0,0,1,2,2,2,1.0,0.0,4.0,0,867.5,433.75,0.0278,12.05,data\ibm_graphs\IBM_NEG_0194.graphml
IBM_NEG_0195,B332314_80C228DA0,0,1,2,2,2,1.0,0.0,4.0,0,48111.6,24055.8,0.0278,668.22,data\ibm_graphs\IBM_NEG_0195.graphml
IBM_NEG_0196,B1024_812AFD7C0,0,9,37,6,2,0.3333,0.5139,8.2222,1,1317130.18,285679.26,0.5139,18293.47,data\ibm_graphs\IBM_NEG_0196.graphml
IBM_NEG_0197,B238190_80F83AC80,0,5,17,6,2,0.3333,0.85,6.8,0,587338.05,237579.81,0.2361,8157.47,data\ibm_graphs\IBM_NEG_0197.graphml
IBM_NEG_0198,B214_80BE791D0,0,1,2,2,2,1.0,0.0,4.0,0,861.84,430.92,0.0278,11.97,data\ibm_graphs\IBM_NEG_0198.graphml
IBM_NEG_0199,B34517_80AC4FC70,1,9601,19987,0,2,2.0,0.0002,4.1635,9592,12654007023.82,1615849280.83,277.5972,175750097.55,data\ibm_graphs\IBM_NEG_0199.graphml
IBM_NEG_0200,B21568_807DF1DF0,0,1,2,2,2,1.0,0.0,4.0,0,14072.9,7036.45,0.0278,195.46,data\ibm_graphs\IBM_NEG_0200.graphml
IBM_NEG_0201,B12735_812446B70,0,1,2,2,2,1.0,0.0,4.0,0,575.1,287.55,0.0278,7.99,data\ibm_graphs\IBM_NEG_0201.graphml
IBM_NEG_0202,B228054_80A2C16F0,0,1,4,4,4,1.0,0.0,8.0,0,1909.46,921.59,0.0556,26.52,data\ibm_graphs\IBM_NEG_0202.graphml
IBM_NEG_0203,B316836_8065CFAF0,0,2,6,0,2,2.0,3.0,6.0,0,3226761.04,1611743.05,0.0833,44816.13,data\ibm_graphs\IBM_NEG_0203.graphml
IBM_NEG_0204,B214_8000A0FA0,1,1431,6015,4,20,5.0,0.0029,8.4067,553,3046640269.77,416943659.22,83.5417,42314448.19,data\ibm_graphs\IBM_NEG_0204.graphml
IBM_NEG_0205,B223240_810DCA660,1,5849,12020,2,4,2.0,0.0004,4.1101,5837,7284294634.68,825807854.75,166.9444,101170758.82,data\ibm_graphs\IBM_NEG_0205.graphml
IBM_NEG_0206,B6179_80BB02C70,0,23,89,4,6,1.5,0.1759,7.7391,2,588155.91,202173.0,1.2361,8168.83,data\ibm_graphs\IBM_NEG_0206.graphml
IBM_NEG_0207,B29685_809C8CBB0,0,17,53,4,2,0.5,0.1949,6.2353,7,8799135.11,4171989.98,0.7361,122210.21,data\ibm_graphs\IBM_NEG_0207.graphml
IBM_NEG_0208,B13037_8032DBB30,0,76,252,10,4,0.4,0.0442,6.6316,44,1734738859.1,1054433922.47,3.5,24093595.27,data\ibm_graphs\IBM_NEG_0208.graphml
IBM_NEG_0209,B14_803089BB0,0,10,40,12,4,0.3333,0.4444,8.0,3,17246987.41,3102828.31,0.5556,239541.49,data\ibm_graphs\IBM_NEG_0209.graphml
IBM_NEG_0210,B28_80C94CF60,0,26,97,8,4,0.5,0.1492,7.4615,18,206720804.98,34670855.3,1.3472,2871122.29,data\ibm_graphs\IBM_NEG_0210.graphml
IBM_NEG_0211,B1_8003D6F80,0,2,6,6,4,0.6667,3.0,6.0,0,43679.44,11119.11,0.0833,606.66,data\ibm_graphs\IBM_NEG_0211.graphml
IBM_NEG_0212,B218665_8073B40B0,0,5,30,6,2,0.3333,1.5,12.0,0,87384608.32,37319863.86,0.4167,1213675.12,data\ibm_graphs\IBM_NEG_0212.graphml
IBM_NEG_0213,B254355_81457B191,0,8,21,0,2,2.0,0.375,5.25,3,15.08,5.98,0.2917,0.21,data\ibm_graphs\IBM_NEG_0213.graphml
IBM_NEG_0214,B120193_8110F4920,0,1,2,2,2,1.0,0.0,4.0,0,210.34,105.17,0.0278,2.92,data\ibm_graphs\IBM_NEG_0214.graphml
IBM_NEG_0215,B121358_813A46F00,0,1,2,2,2,1.0,0.0,4.0,0,1948865.9,974432.95,0.0278,27067.58,data\ibm_graphs\IBM_NEG_0215.graphml
IBM_NEG_0216,B128121_80AE2E470,0,1,2,2,2,1.0,0.0,4.0,0,16347.42,8173.71,0.0278,227.05,data\ibm_graphs\IBM_NEG_0216.graphml
IBM_NEG_0217,B320162_812DED270,0,13,14,0,2,2.0,0.0897,2.1538,1,746099.97,307610.18,0.1944,10362.5,data\ibm_graphs\IBM_NEG_0217.graphml
IBM_NEG_0218,B701_800657180,0,1,2,2,2,1.0,0.0,4.0,0,315747.34,157873.67,0.0278,4385.38,data\ibm_graphs\IBM_NEG_0218.graphml
IBM_NEG_0219,B25547_80C4D46A0,0,1,2,2,2,1.0,0.0,4.0,0,39.0,19.5,0.0278,0.54,data\ibm_graphs\IBM_NEG_0219.graphml
IBM_NEG_0220,B1467_80E12D100,0,1,2,2,2,1.0,0.0,4.0,0,6538361.44,3269180.72,0.0278,90810.58,data\ibm_graphs\IBM_NEG_0220.graphml
IBM_NEG_0221,B41213_81144D630,0,1,4,4,4,1.0,0.0,8.0,0,11868.3,5931.44,0.0556,164.84,data\ibm_graphs\IBM_NEG_0221.graphml
IBM_NEG_0222,B2915_802CF3590,0,1,4,4,4,1.0,0.0,8.0,0,1118.0,554.19,0.0556,15.53,data\ibm_graphs\IBM_NEG_0222.graphml
IBM_NEG_0223,B221374_8089531C0,0,18,73,6,10,1.6667,0.2386,8.1111,6,3895795.94,891515.0,1.0139,54108.28,data\ibm_graphs\IBM_NEG_0223.graphml
IBM_NEG_0224,B71_8049C2420,1,988,2180,2,18,9.0,0.0022,4.413,953,127823257144.82,27164201782.49,30.2778,1775323015.9,data\ibm_graphs\IBM_NEG_0224.graphml
IBM_NEG_0225,B310933_80E66D1F0,0,1,2,2,2,1.0,0.0,4.0,0,2847.14,1423.57,0.0278,39.54,data\ibm_graphs\IBM_NEG_0225.graphml
IBM_NEG_0226,B15980_812A3C750,0,8,27,8,8,1.0,0.4821,6.75,0,1603823.01,316676.65,0.375,22275.32,data\ibm_graphs\IBM_NEG_0226.graphml
IBM_NEG_0227,B14011_801820630,0,1,2,2,2,1.0,0.0,4.0,0,924.14,462.07,0.0278,12.84,data\ibm_graphs\IBM_NEG_0227.graphml
IBM_NEG_0228,B312297_804829B90,0,1,2,2,2,1.0,0.0,4.0,0,1406295.3,703147.65,0.0278,19531.88,data\ibm_graphs\IBM_NEG_0228.graphml
IBM_NEG_0229,B349825_8123D03C0,0,3,6,0,2,2.0,1.0,4.0,0,87051.9,39216.23,0.0833,1209.05,data\ibm_graphs\IBM_NEG_0229.graphml
IBM_NEG_0230,B244192_8107F0B50,0,1,4,4,4,1.0,0.0,8.0,0,34564.7,17269.44,0.0556,480.07,data\ibm_graphs\IBM_NEG_0230.graphml
IBM_NEG_0231,B24779_8090CB390,0,15,67,4,16,4.0,0.319,8.9333,3,1126502.56,307019.73,0.9306,15645.87,data\ibm_graphs\IBM_NEG_0231.graphml
IBM_NEG_0232,B2915_804B6C090,0,5,18,2,6,3.0,0.9,7.2,1,1535896.42,729124.65,0.25,21331.89,data\ibm_graphs\IBM_NEG_0232.graphml
IBM_NEG_0233,B2385_801E0AAA0,1,21538,91251,12,8,0.6667,0.0002,8.4735,8512,85620950522.64,6864834129.45,1267.375,1189179868.37,data\ibm_graphs\IBM_NEG_0233.graphml
IBM_NEG_0234,B4600_808F1C5A0,0,13,63,12,2,0.1667,0.4038,9.6923,2,802521.65,184431.43,0.875,11146.13,data\ibm_graphs\IBM_NEG_0234.graphml
IBM_NEG_0235,B217641_806BA69B0,0,9,35,4,12,3.0,0.4861,7.7778,0,210262608.95,41251184.12,0.4861,2920314.01,data\ibm_graphs\IBM_NEG_0235.graphml
IBM_NEG_0236,B24515_802C1F460,0,8,28,2,4,2.0,0.5,7.0,3,18776861.59,8555435.29,0.3889,260789.74,data\ibm_graphs\IBM_NEG_0236.graphml
IBM_NEG_0237,B12359_80CBC3040,0,1,4,4,4,1.0,0.0,8.0,0,80161.06,40059.81,0.0556,1113.35,data\ibm_graphs\IBM_NEG_0237.graphml
IBM_NEG_0238,B144669_8108B4890,0,69,269,2,2,1.0,0.0573,7.7971,1,23992695.62,7571406.71,3.7361,333231.88,data\ibm_graphs\IBM_NEG_0238.graphml
IBM_NEG_0239,B3700_80096EAE0,0,1,2,2,2,1.0,0.0,4.0,0,1928.74,964.37,0.0278,26.79,data\ibm_graphs\IBM_NEG_0239.graphml
IBM_NEG_0240,B328655_813670EE0,0,1,2,2,2,1.0,0.0,4.0,0,231.98,115.99,0.0278,3.22,data\ibm_graphs\IBM_NEG_0240.graphml
IBM_NEG_0241,B339968_80EE34840,0,1,2,2,2,1.0,0.0,4.0,0,13606.08,6803.04,0.0278,188.97,data\ibm_graphs\IBM_NEG_0241.graphml
IBM_NEG_0242,B217950_80BA7F4B0,0,11,35,10,2,0.2,0.3182,6.3636,6,2509573.64,356446.42,0.4861,34855.19,data\ibm_graphs\IBM_NEG_0242.graphml
IBM_NEG_0243,B346919_8112B3030,0,1,2,2,2,1.0,0.0,4.0,0,139119.74,69559.87,0.0278,1932.22,data\ibm_graphs\IBM_NEG_0243.graphml
IBM_NEG_0244,B14838_805D67A10,0,1,2,2,2,1.0,0.0,4.0,0,1534.64,767.32,0.0278,21.31,data\ibm_graphs\IBM_NEG_0244.graphml
IBM_NEG_0245,B21749_8016962E0,0,1,2,2,2,1.0,0.0,4.0,0,20469.28,10234.64,0.0278,284.3,data\ibm_graphs\IBM_NEG_0245.graphml
IBM_NEG_0246,B8455_80A0056D0,0,3,12,2,6,3.0,2.0,8.0,0,10621.52,1772.39,0.1667,147.52,data\ibm_graphs\IBM_NEG_0246.graphml
IBM_NEG_0247,B19542_8080843D0,0,39,166,14,14,1.0,0.112,8.5128,16,51571070.59,23604370.15,2.3056,716264.87,data\ibm_graphs\IBM_NEG_0247.graphml
IBM_NEG_0248,B225622_813D61190,0,11,46,4,2,0.5,0.4182,8.3636,3,18424095.5,9339730.87,0.6389,255890.22,data\ibm_graphs\IBM_NEG_0248.graphml
IBM_NEG_0249,B347822_8117A6EC0,0,1,2,2,2,1.0,0.0,4.0,0,94056.84,47028.42,0.0278,1306.35,data\ibm_graphs\IBM_NEG_0249.graphml
IBM_NEG_0250,B36520_8085CAD30,0,1,2,2,2,1.0,0.0,4.0,0,5782.36,2891.18,0.0278,80.31,data\ibm_graphs\IBM_NEG_0250.graphml
IBM_NEG_0251,B16450_811967910,0,5,15,2,4,2.0,0.75,6.0,1,424646.19,186011.39,0.2083,5897.86,data\ibm_graphs\IBM_NEG_0251.graphml
