complaint_id,account_number,ifsc,account_holder_name,complaint_date,complaint_type,reported_amount,state,district,ground_truth_entity_id
C000422,486988551875,IDIB0001122,Sweta Khan,2026-07-09,Identity Theft,161240.11,Rajasthan,Ajmer,ENT_000096
C000423,497363671483,BARB0006789,Karan Dubey,2026-05-30,Phishing,59331.84,Telangana,Rangareddy,ENT_000228
C000424,347859694204,PUNB0001357,Shreya Dutta,2026-01-09,Investment Fraud,239895.03,Madhya Pradesh,Ujjain,ENT_000482
C000425,124722602367,PUNB0009876,Sanjay Srivastava,2026-05-06,Identity Theft,75000.0,Punjab,Bathinda,ENT_000595
C000426,448079814698,UBIN0009900,Ajay Dey,2026-07-17,Payment Fraud,297165.07,Uttar Pradesh,Prayagraj,ENT_000247
C000427,830136378095,KKBK0007890,Kavya Kapoor,2026-07-22,Investment Fraud,100000.0,Bihar,Bhagalpur,ENT_000533
C000428,449565764637,PUNB0001357,Pranav Patel,2026-05-28,Online Banking Fraud,203140.15,Telangana,Karimnagar,ENT_000673
C000429,833588982571,IDIB0005566,Myra Ghosh,2026-05-23,Phishing,25000.0,Punjab,Ludhiana,ENT_000576
C000430,973271539679,SBIN0005678,Amit Agarwal,2026-04-03,Shopping Fraud,213284.61,Punjab,Jalandhar,ENT_000261
C000431,831486718843,ICIC0002468,Deepa Reddy,2026-01-30,Identity Theft,10000.0,Punjab,Ludhiana,ENT_000327
C000432,339940462494,AXIS0007890,ANIL MUKHERJEE,2026-08-17,Identity Theft,236932.32,Rajasthan,Jaipur,ENT_000324
C000433,226669858209,HDFC0001234,Riya Gaikwad,2026-05-16,Identity Theft,50000.0,Gujarat,Ahmedabad,ENT_000294
C000434,872871656178,HDFC0001234,Anika Verma,2026-04-02,Identity Theft,332788.56,Bihar,Darbhanga,ENT_000528
C000435,825278160363,KKBK0003210,Vikram Deshmukh,2026-01-23,Online Banking Fraud,222388.07,Gujarat,Bhavnagar,ENT_000316
C000436,148408984648,CNRB0008899,Ishan Srivastava,2026-07-14,Phishing,105317.92,Maharashtra,Nashik,ENT_000657
C000437,334774804042,BARB0003579,Aditya Singh,2026-05-24,Investment Fraud,471365.49,Karnataka,Hubballi-Dharwad,ENT_000304
C000438,101948728483,UBIN0009900,Sneha Shinde,2026-05-19,Shopping Fraud,380122.06,Rajasthan,Udaipur,ENT_000035
C000439,341976367027,PUNB0005432,Saanvi Kumar,2026-04-04,Investment Fraud,250000.0,Andhra Pradesh,Vijayawada,ENT_000366
C000440,468451477211,ICIC0008765,Dhruv Mishra,2026-06-22,Identity Theft,267184.45,Madhya Pradesh,Jabalpur,ENT_000305
C000441,746174432554,ICIC0002468,Aarav Nair,2026-04-11,Investment Fraud,294500.68,Gujarat,Vadodara,ENT_000007
C000442,347859694204,PUNB0001357,Shreya Dutta,2026-04-22,Investment Fraud,40000.0,Haryana,Karnal,ENT_000482
C000443,250490989573,UBIN0007788,Sunita Kulkarni,2026-03-24,Investment Fraud,55676.83,Kerala,Kozhikode,ENT_000516
C000444,293379984954,UBIN0009900,Sunita Khan,2026-01-18,Investment Fraud,386876.98,Maharashtra,Thane,ENT_000099
C000445,855832329275,PUNB0001357,Meera Tripathi,2026-06-11,Online Banking Fraud,500000.0,Madhya Pradesh,Ujjain,ENT_000301
C000446,786309570762,AXIS0006543,krishna joshi,2026-07-16,Investment Fraud,443740.17,Haryana,Gurugram,ENT_000427
C000447,175570100353,UBIN0005566,Riya Malhotra,2026-07-18,Investment Fraud,100000.0,Kerala,Kozhikode,ENT_000073
C000448,407732520156,ICIC0008765,Advaith Verma,2026-04-14,Shopping Fraud,40016.41,Kerala,Kollam,ENT_000462
C000449,873919986476,SBIN0009101,Sai Saxena,2026-05-13,Online Banking Fraud,165829.33,Madhya Pradesh,Indore,ENT_000014
C000450,806799110299,BARB0003579,Rajesh Dubey,2026-01-29,Investment Fraud,500000.0,Haryana,Gurugram,ENT_000373
C000451,204495226137,KKBK0001928,Manish Dutta,2026-05-12,Online Banking Fraud,380824.02,Uttar Pradesh,Noida,ENT_000389
C000452,680411980930,PUNB0001357,Gaurav Mehta,2026-03-28,UPI Fraud,1000.0,Maharashtra,Mumbai,ENT_000461
C000453,939124570476,HDFC0004321,Meera Pawar,2026-05-06,Identity Theft,500000.0,Madhya Pradesh,Indore,ENT_000038
C000454,635449182375,ICIC0004321,Meera Rao,2026-03-24,Shopping Fraud,200000.0,Gujarat,Vadodara,ENT_000052
C000455,847823556587,ICIC0004321,Ashok Patel,2026-03-10,UPI Fraud,294200.62,Rajasthan,Kota,ENT_000582
C000456,655999474067,BARB0006789,Pankaj K. Shah,2026-06-06,Online Banking Fraud,223371.43,Haryana,Panipat,ENT_000322
C000457,240728187316,HDFC0005678,AJAY YADAV,2026-02-13,Payment Fraud,169918.78,Kerala,Kochi,ENT_000043
C000458,446694606719,ICIC0004321,Dr. Diya Patil,2026-05-25,Payment Fraud,378367.08,Gujarat,Rajkot,ENT_000502
C000459,608698492376,IDIB0001122,Rahul Kapoor,2026-07-11,Online Banking Fraud,349806.07,Punjab,Ludhiana,ENT_000408
C000460,599263022595,KKBK0001928,Ritvik Kapoor,2026-01-10,Payment Fraud,30000.0,Uttar Pradesh,Lucknow,ENT_000238
C000461,246488330909,PUNB0009876,Aarav Malhotra,2026-03-18,Payment Fraud,339939.68,Haryana,Panipat,ENT_000686
C000462,439982645429,KKBK0001928,Vivaan Yadav,2026-08-09,Identity Theft,1500.0,West Bengal,North 24 Parganas,ENT_000233
C000463,589299895607,BARB0003579,Pooja Biswas,2026-06-02,Identity Theft,250000.0,Punjab,Ludhiana,ENT_000543
C000464,401189699468,BARB0006789,Roshni Dey,2026-04-30,Identity Theft,20450.32,Maharashtra,Nagpur,ENT_000320
C000465,644550144444,HDFC0004321,Amit Gupta,2026-04-19,Phishing,25000.0,Andhra Pradesh,Nellore,ENT_000556
C000466,149124433247,AXIS0007890,Kavita Srivastava,2026-03-06,Phishing,212068.99,Andhra Pradesh,Tirupati,ENT_000404
C000467,882360527749,UBIN0007788,Aadhya  Bhatia,2026-01-08,Investment Fraud,500.0,Punjab,Bathinda,ENT_000470
C000468,740170695850,KKBK0007890,Saanvi Pawar,2026-05-13,UPI Fraud,10000.0,Karnataka,Mysuru,ENT_000525
C000469,739029968283,BARB0006789,Rajesh Deshmukh,2026-01-25,Investment Fraud,2500.0,Rajasthan,Jodhpur,ENT_000120
C000470,401313951964,ICIC0004321,Advaith Gupta,2026-04-29,Shopping Fraud,40000.0,Maharashtra,Thane,ENT_000598
C000471,507365336000,SBIN0009101,Ishita Paul,2026-03-02,Online Banking Fraud,238118.14,Haryana,Ambala,ENT_000616
C000472,686788125561,SBIN0001234,Gaurav Pandey,2026-02-09,UPI Fraud,273299.72,Gujarat,Vadodara,ENT_000149
C000473,174866852259,UBIN0005566,Sunita Choudhury,2026-06-18,Payment Fraud,286319.01,Kerala,Thrissur,ENT_000113
C000474,546688090938,AXIS0006543,Ajay Dutta,2026-08-03,Phishing,344580.84,Telangana,Warangal,ENT_000206
C000475,627687082060,HDFC0001234,Krishna Malhotra,2026-02-04,Phishing,221833.75,Punjab,Amritsar,ENT_000196
C000476,842395153057,CNRB0004455,ISHITA KAPOOR,2026-05-26,UPI Fraud,458692.36,Rajasthan,Kota,ENT_000255
C000477,294622935239,AXIS0003456,RAMESH DUTTA,2026-01-23,Online Banking Fraud,7500.0,Madhya Pradesh,Jabalpur,ENT_000690
C000478,743158526982,AXIS0007890,Siddharth Bhatia,2026-05-23,Online Banking Fraud,70578.12,Andhra Pradesh,Vijayawada,ENT_000027
C000479,800320681066,SBIN0001234,Saanvi Patel,2026-06-23,Online Banking Fraud,1000.0,Punjab,Bathinda,ENT_000653
C000480,461619890171,ICIC0008765,Swati Mishra,2026-03-16,Online Banking Fraud,500.0,Delhi,Central Delhi,ENT_000632
C000481,929604758482,BARB0006789,Reyansh Srivastava,2026-08-12,Payment Fraud,1000.0,Maharashtra,Nashik,ENT_000347
C000482,730855031651,BARB0002345,Ajay Ghosh,2026-05-25,Shopping Fraud,172197.94,Kerala,Kochi,ENT_000053
C000483,325333063288,PUNB0005432,Ritvik Mehta,2026-07-08,UPI Fraud,2000.0,Gujarat,Surat,ENT_000495
C000484,214547351220,CNRB0004455,Diya Jain,2026-03-29,Identity Theft,343315.9,Punjab,Amritsar,ENT_000222
C000485,538280978812,SBIN0005678,Preeti Yadav,2026-02-17,Payment Fraud,75000.0,Delhi,West Delhi,ENT_000509
C000486,572899688547,PUNB0001357,Sunil Dey,2026-02-04,Phishing,243983.74,Gujarat,Rajkot,ENT_000169
C000487,920422004102,KKBK0001928,Reyansh Agarwal,2026-07-10,UPI Fraud,25000.0,West Bengal,North 24 Parganas,ENT_000155
C000488,850853317874,ICIC0008765,Arjun Mishra,2026-05-23,Identity Theft,373181.13,Andhra Pradesh,Vijayawada,ENT_000527
C000489,401313951964,ICIC0004321,Advaith Gupta,2026-05-15,Identity Theft,393566.47,Kerala,Kollam,ENT_000598
C000490,631034820387,CNRB0004455,Deepa Yadav,2026-07-25,UPI Fraud,236098.5,Andhra Pradesh,Visakhapatnam,ENT_000411
C000491,114651587328,SBIN0001234,Kavya Paul,2026-06-27,Shopping Fraud,150000.0,Andhra Pradesh,Nellore,ENT_000644
C000492,666918371818,AXIS0006543,Karan Roy,2026-05-08,UPI Fraud,169541.84,Delhi,North Delhi,ENT_000503
C000493,529433631560,ICIC0002468,Sunil Dutta,2026-03-31,Identity Theft,2500.0,West Bengal,South 24 Parganas,ENT_000066
C000494,472210151899,CNRB0006677,Dhruv Tiwari,2026-04-15,Phishing,500.0,Haryana,Karnal,ENT_000401
C000495,458236319765,AXIS0003456,"Yadav, Amit",2026-03-05,Phishing,468517.66,Telangana,Karimnagar,ENT_000116
C000496,290828210234,HDFC0005678,Swati Gaikwad,2026-06-18,Phishing,76621.28,Telangana,Karimnagar,ENT_000356
C000497,921428173109,SBIN0001234,Anita Kumar,2026-02-21,Shopping Fraud,500000.0,Delhi,North Delhi,ENT_000435
C000498,165606286550,KKBK0001928,Aadhya Dubey,2026-03-24,Identity Theft,355879.14,Karnataka,Hubballi-Dharwad,ENT_000607
C000499,829326155336,AXIS0007890,aditya ghosh,2026-04-19,Online Banking Fraud,5000.0,Madhya Pradesh,Jabalpur,ENT_000599
C000500,718187630594,UBIN0007788,Neha Rao,2026-08-19,Phishing,184388.85,Andhra Pradesh,Tirupati,ENT_000545
C000501,394936156580,UBIN0007788,Ishan Tiwari,2026-07-12,Identity Theft,31750.59,Delhi,South Delhi,ENT_000018
C000502,882360527749,UBIN0007788,Aadhya Bhatia,2026-03-21,Online Banking Fraud,20000.0,Haryana,Ambala,ENT_000470
C000503,329692249128,CNRB0004455,Sunita Roy,2026-06-20,Payment Fraud,149571.55,Punjab,Ludhiana,ENT_000620
C000504,595070021138,ICIC0008765,Ritvik Shah,2026-08-10,Identity Theft,2000.0,Telangana,Hyderabad,ENT_000499
C000505,388472023723,KKBK0003210,Nikhil Chatterjee,2026-02-02,Identity Theft,125213.78,Tamil Nadu,Tirunelveli,ENT_000044
C000506,892975625286,BARB0006789,"Reddy, Swati",2026-04-29,Identity Theft,406505.97,Karnataka,Belagavi,ENT_000526
C000507,728107796415,KKBK0003210,Saanvi Srivastava,2026-05-23,UPI Fraud,88498.91,Gujarat,Vadodara,ENT_000680
C000508,935122206857,SBIN0005678,Angel Sen,2026-06-12,Payment Fraud,310517.02,Maharashtra,Solapur,ENT_000229
C000509,518008488562,BARB0006789,Kavya Dutta,2026-06-02,UPI Fraud,312870.65,Haryana,Panipat,ENT_000321
C000510,887397615467,KKBK0007890,Advik Srivastava,2026-05-28,Payment Fraud,50000.0,Gujarat,Bhavnagar,ENT_000549
C000511,650925102373,KKBK0001928,Karan Ahmed,2026-02-19,UPI Fraud,342779.26,Tamil Nadu,Chennai,ENT_000214
C000512,697775508839,PUNB0009876,Rajesh Shah,2026-08-08,Investment Fraud,2500.0,Rajasthan,Kota,ENT_000450
C000513,559913616724,UBIN0005566,Preeti Pawar,2026-04-03,Phishing,250000.0,Rajasthan,Jaipur,ENT_000075
C000514,595904407913,SBIN0005678,Bhatia Aayan,2026-08-15,Payment Fraud,500.0,West Bengal,South 24 Parganas,ENT_000377
C000515,540909937895,SBIN0009101,Ritvik Biswas,2026-06-29,Shopping Fraud,150000.0,Kerala,Thiruvananthapuram,ENT_000342
C000516,552790822417,AXIS0006543,Reyansh Srivastava,2026-06-26,Online Banking Fraud,151281.82,Uttar Pradesh,Noida,ENT_000056
C000517,878453131767,AXIS0006543,Deepak Pawar,2026-01-19,Investment Fraud,27642.51,Haryana,Faridabad,ENT_000385
C000518,456193888210,CNRB0004455,Anika Bose,2026-02-27,Identity Theft,105989.52,Maharashtra,Pune,ENT_000245
C000519,721715610769,IDIB0001122,Anil  Srivastava,2026-07-30,Phishing,500000.0,Gujarat,Jamnagar,ENT_000372
C000520,877579719274,AXIS0007890,Aarav Pawar,2026-03-08,Shopping Fraud,40000.0,Delhi,South Delhi,ENT_000111
C000521,309720703079,SBIN0005678, Neha Kapoor,2026-07-05,Identity Theft,50000.0,Punjab,Patiala,ENT_000617
C000522,962050089293,BARB0003579,Ananya Biswas,2026-05-03,Investment Fraud,141487.56,Karnataka,Hubballi-Dharwad,ENT_000672
C000523,727588670509,UBIN0005566,Meera Kapoor,2026-03-05,Online Banking Fraud,20000.0,Telangana,Karimnagar,ENT_000540
C000524,696695139934,IDIB0001122,Navya Dey,2026-01-14,Payment Fraud,500.0,Karnataka,Kalaburagi,ENT_000045
C000525,311625223853,IDIB0003344,Advaith Jain,2026-01-29,Identity Theft,500000.0,Madhya Pradesh,Bhopal,ENT_000560
C000526,434821263002,KKBK0007890,Priya Srivastava,2026-01-15,Phishing,36156.66,Karnataka,Mysuru,ENT_000492
C000527,597707816158,ICIC0008765,Sanjay Mishra,2026-03-25,UPI Fraud,431752.58,Maharashtra,Nashik,ENT_000174
C000528,837884981282,CNRB0004455,Priya Sen,2026-01-23,Payment Fraud,184775.22,Tamil Nadu,Madurai,ENT_000100
C000529,168300472052,HDFC0004321,Swati Sharma,2026-01-18,Payment Fraud,305354.46,Andhra Pradesh,Vijayawada,ENT_000065
C000530,189761667273,PUNB0005432,Ritvik Kumar,2026-03-09,Online Banking Fraud,15000.0,Tamil Nadu,Salem,ENT_000319
C000531,945999235805,IDIB0005566,Sweta Verma,2026-02-15,Shopping Fraud,1500.0,Karnataka,Bengaluru Urban,ENT_000338
C000532,572899688547,PUNB0001357,Sunil Dey,2026-04-11,Payment Fraud,245728.66,Karnataka,Bengaluru Urban,ENT_000169
C000533,747939482105,AXIS0007890,Suresh Mishra,2026-03-05,UPI Fraud,459056.52,Punjab,Ludhiana,ENT_000202
C000534,451990349323,BARB0003579,Ashok Gaikwad,2026-06-26,Investment Fraud,500.0,Gujarat,Surat,ENT_000256
C000535,534932502545,HDFC0005678,Vikram Deshmukh,2026-01-05,Payment Fraud,15000.0,Bihar,Patna,ENT_000077
C000536,948676594151,UBIN0005566,Rajesh Ghosh,2026-01-23,UPI Fraud,457248.04,Bihar,Bhagalpur,ENT_000605
C000537,795669368396,BARB0006789,Riya Dey,2026-04-15,Payment Fraud,493331.3,Delhi,South Delhi,ENT_000232
C000538,497363671483,BARB0006789,Karan Dubey,2026-02-20,UPI Fraud,75000.0,Bihar,Muzaffarpur,ENT_000228
C000539,764412655714,UBIN0007788,Angel Malhotra,2026-02-15,Investment Fraud,180414.23,Bihar,Darbhanga,ENT_000623
C000540,198915919054,UBIN0009900,Kavya Chatterjee,2026-07-21,Identity Theft,1500.0,Karnataka,Hubballi-Dharwad,ENT_000343
C000541,755439143467,IDIB0003344,Sara Pawar,2026-05-10,Investment Fraud,150000.0,Tamil Nadu,Tirunelveli,ENT_000200
C000542,269121724065,HDFC0004321,Pari Bose,2026-01-31,Payment Fraud,7500.0,Kerala,Kollam,ENT_000402
C000543,871590378377,KKBK0001928,Alok Mukherjee,2026-05-13,Payment Fraud,287830.08,Rajasthan,Ajmer,ENT_000006
C000544,339940462494,AXIS0007890,Anil Mukherjee,2026-02-10,Investment Fraud,202006.82,Bihar,Darbhanga,ENT_000324
C000545,506568138339,SBIN0009101,Varun Tripathi,2026-02-09,Payment Fraud,7500.0,Karnataka,Mysuru,ENT_000167
C000546,482016878181,BARB0002345,Vikram Dubey,2026-08-11,Investment Fraud,75000.0,West Bengal,Darjeeling,ENT_000269
C000547,557717515381,HDFC0004321,Shaurya Pawar,2026-06-22,Identity Theft,38476.4,Karnataka,Mangaluru,ENT_000431
C000548,101843567009,BARB0006789,Anita Ghosh,2026-01-13,Phishing,1500.0,Andhra Pradesh,Guntur,ENT_000430
C000549,351487177987,BARB0002345,Sara Sharma,2026-08-11,Shopping Fraud,47024.26,Kerala,Thiruvananthapuram,ENT_000049
C000550,244092801172,CNRB0008899,Rahul Ahmed,2026-05-09,UPI Fraud,191143.78,Gujarat,Surat,ENT_000230
C000551,696695139934,IDIB0001122,Navya Dey,2026-08-01,Online Banking Fraud,338279.16,Madhya Pradesh,Gwalior,ENT_000045
C000552,326303975452,AXIS0007890,Varun Choudhury,2026-06-18,Online Banking Fraud,300157.91,Rajasthan,Udaipur,ENT_000530
C000553,950194325949,BARB0003579,Karan Deshmukh,2026-04-02,UPI Fraud,100000.0,Madhya Pradesh,Jabalpur,ENT_000371
C000554,899999819493,PUNB0001357,Siddharth Bhatia,2026-04-23,Payment Fraud,100000.0,Gujarat,Jamnagar,ENT_000508
C000555,849325047857,KKBK0003210,Meena Rao,2026-05-14,Shopping Fraud,68582.08,Maharashtra,Mumbai,ENT_000478
C000556,619349682898,CNRB0004455,Aayan Dey,2026-08-20,Phishing,498426.73,Haryana,Panipat,ENT_000531
C000557,318212526070,HDFC0005678,Vihaan Gupta,2026-04-29,UPI Fraud,250000.0,Karnataka,Bengaluru Urban,ENT_000125
C000558,980891814797,UBIN0009900,Ajay Mehta,2026-06-28,Online Banking Fraud,55096.47,Uttar Pradesh,Noida,ENT_000627
C000559,822639765311,HDFC0005678,Nikhil Kapoor,2026-02-27,Online Banking Fraud,4211.28,Uttar Pradesh,Agra,ENT_000699
C000560,330675680000,AXIS0006543,Amit Bose,2026-02-04,UPI Fraud,50000.0,Andhra Pradesh,Nellore,ENT_000696
C000561,835855226311,HDFC0001234,Kunal Agarwal,2026-07-25,Payment Fraud,22403.9,Telangana,Karimnagar,ENT_000331
C000562,738506846386,PUNB0001357,Ajay Yadav,2026-05-06,Online Banking Fraud,89631.86,Gujarat,Ahmedabad,ENT_000183
C000563,698513567016,PUNB0005432,Aadhya Srivastava,2026-05-04,Phishing,246424.02,Maharashtra,Solapur,ENT_000438
C000564,448348407515,ICIC0008765,Sanjay Joshi,2026-08-04,Payment Fraud,152389.13,Kerala,Kollam,ENT_000498
C000565,592650091135,ICIC0004321,Rahul Bose,2026-05-14,Investment Fraud,92351.16,Madhya Pradesh,Ujjain,ENT_000465
C000566,799050464905,UBIN0007788,Advik Ahmed,2026-06-14,Online Banking Fraud,488656.83,Haryana,Panipat,ENT_000259
C000567,774778990070,UBIN0009900,Riya Ghosh,2026-01-03,Identity Theft,191552.24,Madhya Pradesh,Ujjain,ENT_000546
C000568,806799110299,BARB0003579,R. Dubey,2026-04-23,Investment Fraud,3790.49,Telangana,Warangal,ENT_000373
C000569,681739352909,UBIN0007788,Kavita Kumar,2026-06-11,Investment Fraud,286643.57,Tamil Nadu,Chennai,ENT_000578
C000570,242596327861,IDIB0003344,Meera Bhatia,2026-01-27,Investment Fraud,278786.94,Madhya Pradesh,Bhopal,ENT_000281
C000571,600446723343,HDFC0005678,Tanvi Rao,2026-04-21,Identity Theft,100438.45,Bihar,Muzaffarpur,ENT_000517
C000572,200536554489,ICIC0008765,Advaith Deshmukh,2026-06-11,Online Banking Fraud,1000.0,Gujarat,Vadodara,ENT_000234
C000573,802060293051,ICIC0002468,Sunil Das,2026-07-24,Investment Fraud,398556.32,Uttar Pradesh,Meerut,ENT_000266
C000574,369946052512,IDIB0005566,Sen Atharv,2026-02-08,UPI Fraud,85476.38,Maharashtra,Thane,ENT_000173
C000575,296546131054,KKBK0003210,Pranav Dubey,2026-03-30,Online Banking Fraud,200000.0,Andhra Pradesh,Guntur,ENT_000036
C000576,755235594840,PUNB0005432,Deepak Choudhury,2026-05-03,Payment Fraud,172345.04,Bihar,Muzaffarpur,ENT_000132
C000577,866320981994,UBIN0009900,Sweta Saxena,2026-06-07,Identity Theft,109013.72,Haryana,Ambala,ENT_000067
C000578,935608119076,ICIC0008765,Ajay Tripathi,2026-05-09,Payment Fraud,400324.94,Haryana,Gurugram,ENT_000180
C000579,722414826633,HDFC0001234,Aayan Yadav,2026-02-09,Investment Fraud,454912.83,Delhi,West Delhi,ENT_000579
C000580,374851785492,HDFC0001234,Sweta Khan,2026-07-30,UPI Fraud,79906.74,Rajasthan,Udaipur,ENT_000199
C000581,105360321413,ICIC0002468,Manish Ghosh,2026-01-16,Phishing,500000.0,Tamil Nadu,Coimbatore,ENT_000566
C000582,837060762325,AXIS0003456,Geeta Verma,2026-04-23,Investment Fraud,15000.0,Maharashtra,Nagpur,ENT_000175
C000583,700088939243,AXIS0007890,Ishita Kapoor,2026-04-20,Investment Fraud,304161.01,Haryana,Faridabad,ENT_000596
C000584,670799496139,AXIS0006543,Aryan Ghosh,2026-06-16,Online Banking Fraud,1000.0,Delhi,Central Delhi,ENT_000047
C000585,662206448862,AXIS0006543,Aayan Deshmukh,2026-06-17,Payment Fraud,159089.36,Haryana,Faridabad,ENT_000583
C000586,152062942213,ICIC0008765,Alok Dubey,2026-03-15,Online Banking Fraud,485195.16,Bihar,Bhagalpur,ENT_000426
C000587,827197730438,CNRB0004455,Aryan Paul,2026-04-30,Phishing,268194.31,West Bengal,South 24 Parganas,ENT_000114
C000588,592992668649,ICIC0008765,Ishita Ghosh,2026-02-15,Phishing,242138.2,Uttar Pradesh,Meerut,ENT_000406
C000589,595554950233,CNRB0008899,Deepak Roy,2026-01-08,Online Banking Fraud,7500.0,Haryana,Karnal,ENT_000201
C000590,566854953850,PUNB0005432,Rohit Reddy,2026-03-30,UPI Fraud,148068.39,Rajasthan,Jodhpur,ENT_000008
C000591,757475491416,SBIN0005678,Pankaj Biswas,2026-05-24,Identity Theft,141697.1,Punjab,Jalandhar,ENT_000215
C000592,449565764637,PUNB0001357,Pranav Patel,2026-06-03,Identity Theft,2000.0,Haryana,Faridabad,ENT_000673
C000593,225689924079,CNRB0006677,Shri Pranav Biswas,2026-06-10,Phishing,3399.78,Gujarat,Jamnagar,ENT_000084
C000594,939124570476,HDFC0004321,Meera Pawar,2026-07-18,Shopping Fraud,250000.0,Gujarat,Ahmedabad,ENT_000038
C000595,721715610769,IDIB0001122,Anil Srivastava,2026-03-09,Phishing,7500.0,Delhi,New Delhi,ENT_000372
C000596,409454714700,KKBK0007890,Ajay Dutta,2026-07-26,Investment Fraud,11165.74,Bihar,Muzaffarpur,ENT_000506
C000597,693263798805,ICIC0002468,AADHYA JOSHI,2026-02-23,Shopping Fraud,457987.46,Karnataka,Mysuru,ENT_000309
C000598,948676594151,UBIN0005566,Rajesh Ghosh,2026-02-04,Investment Fraud,225717.48,Haryana,Karnal,ENT_000605
C000599,998505323632,CNRB0008899,Sunil Agarwal,2026-03-28,Investment Fraud,382569.5,Madhya Pradesh,Indore,ENT_000103
C000600,741535897688,KKBK0001928,Ritvik Ali,2026-06-22,Identity Theft,150000.0,Haryana,Karnal,ENT_000093
C000601,179421446737,BARB0002345,Reyansh Reddy,2026-03-10,Identity Theft,322954.63,Punjab,Jalandhar,ENT_000197
C000602,324433497350,PUNB0005432,Shaurya Ahmed,2026-08-07,Investment Fraud,3372.4,Gujarat,Rajkot,ENT_000615
C000603,841951355259,ICIC0002468,Swati Dubey,2026-04-06,Identity Theft,5000.0,Rajasthan,Bikaner,ENT_000288
C000604,459422681391,IDIB0005566,Aayan Mukherjee,2026-04-10,Payment Fraud,2000.0,Telangana,Karimnagar,ENT_000021
C000605,609136562669,AXIS0007890,Reyansh Banerjee,2026-08-12,Phishing,443478.35,Delhi,Central Delhi,ENT_000227
C000606,395585753511,BARB0002345,Menon Sai,2026-03-07,UPI Fraud,1000.0,Madhya Pradesh,Jabalpur,ENT_000218
C000607,981276450865,IDIB0001122,Sweta Chatterjee,2026-02-07,UPI Fraud,18842.17,Maharashtra,Pune,ENT_000619
C000608,803686852877,ICIC0002468,Shreya Patil,2026-02-13,Shopping Fraud,100000.0,Haryana,Panipat,ENT_000136
C000609,915149650491,CNRB0006677,Sai Ahmed,2026-05-12,Identity Theft,2500.0,Delhi,New Delhi,ENT_000380
C000610,770572261344,CNRB0006677,Atharv Kumar,2026-02-15,Payment Fraud,315708.24,Madhya Pradesh,Ujjain,ENT_000474
C000611,368004468323,HDFC0005678,Aarav Shah,2026-01-09,Payment Fraud,123269.5,Haryana,Faridabad,ENT_000128
C000612,472646369774,HDFC0001234,Atharv Kapoor,2026-01-30,Shopping Fraud,71266.75,Haryana,Gurugram,ENT_000009
C000613,341781900773,AXIS0003456,Priya Roy,2026-07-26,Online Banking Fraud,50000.0,West Bengal,Howrah,ENT_000182
C000614,889191331391,HDFC0001234,Smt. Diya Roy,2026-05-08,Identity Theft,77570.72,Madhya Pradesh,Gwalior,ENT_000161
C000615,797977210972,HDFC0001234,Kavya Shinde,2026-02-04,Investment Fraud,45731.74,Madhya Pradesh,Gwalior,ENT_000367
C000616,772260083878,HDFC0004321,Kavita Bhatia,2026-05-13,Investment Fraud,282020.55,Tamil Nadu,Coimbatore,ENT_000386
C000617,542876297368,SBIN0001234,Rajesh Nair,2026-08-17,Payment Fraud,1500.0,Punjab,Amritsar,ENT_000362
C000618,619406611023,SBIN0005678,Rahul Khan,2026-03-08,Phishing,200000.0,West Bengal,South 24 Parganas,ENT_000589
C000619,982671983350,UBIN0009900,Diya Verma,2026-05-23,Shopping Fraud,500.0,Telangana,Karimnagar,ENT_000456
C000620,112637644335,UBIN0005566,Advaith Srivastava,2026-03-16,UPI Fraud,200000.0,Bihar,Gaya,ENT_000032
C000621,369867237953,KKBK0007890,Roshni Tripathi,2026-07-23,UPI Fraud,104061.75,Gujarat,Jamnagar,ENT_000633
C000622,781921266516,PUNB0009876,PRIYA DEY,2026-05-06,Shopping Fraud,403273.42,West Bengal,Kolkata,ENT_000670
C000623,587938676045,AXIS0007890,Neha A. Chatterjee,2026-05-19,Payment Fraud,20000.0,Bihar,Gaya,ENT_000349
C000624,321837374500,IDIB0001122,Rahul Mehta,2026-07-18,Identity Theft,2500.0,Rajasthan,Kota,ENT_000552
C000625,786211639937,IDIB0003344,Saanvi Paul,2026-04-15,Phishing,50000.0,Madhya Pradesh,Gwalior,ENT_000403
C000626,446809914267,SBIN0005678,Reyansh Pandey,2026-01-07,Online Banking Fraud,25000.0,Gujarat,Jamnagar,ENT_000070
C000627,810533231606,IDIB0003344,Sunita Mishra,2026-07-02,Shopping Fraud,2552.88,Gujarat,Rajkot,ENT_000654
C000628,902902156753,BARB0006789,Kavya Ali,2026-03-17,Phishing,401569.65,Karnataka,Belagavi,ENT_000424
C000629,711071920529,SBIN0001234,Shreya Banerjee,2026-01-16,Shopping Fraud,150000.0,Delhi,West Delhi,ENT_000178
C000630,491257417623,CNRB0004455,Meena Tiwari,2026-04-27,Shopping Fraud,100000.0,Tamil Nadu,Madurai,ENT_000010
C000631,128355454532,KKBK0001928,Navya Dey,2026-01-28,UPI Fraud,10000.0,Telangana,Nizamabad,ENT_000005
C000632,995392845738,SBIN0001234,deepa jain,2026-05-30,UPI Fraud,285608.51,Punjab,Jalandhar,ENT_000521
C000633,365923443265,KKBK0001928,Rajesh Dutta,2026-07-16,Phishing,40000.0,Maharashtra,Mumbai,ENT_000624
