entity_id,account_number,ifsc,canonical_name,identity_key
ENT_000668,949102978448,PUNB0009876,Aryan Mishra,949102978448_PUNB0009876
ENT_000669,949994808961,BARB0002345,Aditya Mishra,949994808961_BARB0002345
ENT_000670,950194325949,BARB0003579,Karan Deshmukh,950194325949_BARB0003579
ENT_000671,950881068534,PUNB0009876,Riya Roy,950881068534_PUNB0009876
ENT_000672,961009905968,ICIC0002468,Geeta Choudhury,961009905968_ICIC0002468
ENT_000673,962050089293,BARB0003579,Ananya Biswas,962050089293_BARB0003579
ENT_000674,962466472260,KKBK0007890,Anika Bhatia,962466472260_KKBK0007890
ENT_000675,963972176017,UBIN0007788,Pranav Kapoor,963972176017_UBIN0007788
ENT_000676,965467382366,KKBK0003210, Roshni Verma,965467382366_KKBK0003210
ENT_000677,966795243734,AXIS0003456, Kavita Joshi,966795243734_AXIS0003456
ENT_000678,967300992787,KKBK0003210,Neha Sharma,967300992787_KKBK0003210
ENT_000679,967971241676,AXIS0003456,Vivaan Das,967971241676_AXIS0003456
ENT_000680,968600167952,KKBK0007890,Vihaan Bhatia,968600167952_KKBK0007890
ENT_000681,970967089400,BARB0003579,Navya Ali,970967089400_BARB0003579
ENT_000682,973271539679,SBIN0005678,Amit Agarwal,973271539679_SBIN0005678
ENT_000683,973910680258,CNRB0006677,Saanvi Saxena,973910680258_CNRB0006677
ENT_000684,976707944458,PUNB0001357,Pankaj Malhotra,976707944458_PUNB0001357
ENT_000685,977630621959,CNRB0004455,Pranav Ghosh,977630621959_CNRB0004455
ENT_000686,980143211604,KKBK0003210,Neha Patel,980143211604_KKBK0003210
ENT_000687,980891814797,UBIN0009900,Ajay Mehta,980891814797_UBIN0009900
ENT_000688,981276450865,IDIB0001122,Sweta Chatterjee,981276450865_IDIB0001122
ENT_000689,982671983350,UBIN0009900,Diya Verma,982671983350_UBIN0009900
ENT_000690,983075619976,PUNB0001357,Sara Dubey,983075619976_PUNB0001357
ENT_000691,985899371430,SBIN0005678,Sunil Gaikwad,985899371430_SBIN0005678
ENT_000692,988738578038,KKBK0001928,Navya Bhatia,988738578038_KKBK0001928
ENT_000693,989699029003,BARB0002345,Vikram Patel,989699029003_BARB0002345
ENT_000694,992962570107,BARB0002345,Anika Mehta,992962570107_BARB0002345
ENT_000695,992981382947,AXIS0003456,Manish Saxena,992981382947_AXIS0003456
ENT_000696,995392845738,SBIN0001234,deepa jain,995392845738_SBIN0001234
ENT_000697,997945199081,CNRB0004455,Kunal Srivastava,997945199081_CNRB0004455
ENT_000698,998505323632,CNRB0008899,Sunil Agarwal,998505323632_CNRB0008899
ENT_000699,998601810842,AXIS0006543,Meena Verma,998601810842_AXIS0006543
ENT_000700,999342668835,PUNB0001357,Ritvik Dutta,999342668835_PUNB0001357
ATM_025,N/A,N/A,ATM Terminal 025,ATM_025
ATM_024,N/A,N/A,ATM Terminal 024,ATM_024
ATM_036,N/A,N/A,ATM Terminal 036,ATM_036
ATM_035,N/A,N/A,ATM Terminal 035,ATM_035
ATM_010,N/A,N/A,ATM Terminal 010,ATM_010
ATM_038,N/A,N/A,ATM Terminal 038,ATM_038
ATM_008,N/A,N/A,ATM Terminal 008,ATM_008
ATM_013,N/A,N/A,ATM Terminal 013,ATM_013
ATM_017,N/A,N/A,ATM Terminal 017,ATM_017
ATM_012,N/A,N/A,ATM Terminal 012,ATM_012
ATM_041,N/A,N/A,ATM Terminal 041,ATM_041
ATM_033,N/A,N/A,ATM Terminal 033,ATM_033
ATM_022,N/A,N/A,ATM Terminal 022,ATM_022
ATM_005,N/A,N/A,ATM Terminal 005,ATM_005
ATM_045,N/A,N/A,ATM Terminal 045,ATM_045
ATM_009,N/A,N/A,ATM Terminal 009,ATM_009
ATM_039,N/A,N/A,ATM Terminal 039,ATM_039
ATM_002,N/A,N/A,ATM Terminal 002,ATM_002
ATM_006,N/A,N/A,ATM Terminal 006,ATM_006
ATM_048,N/A,N/A,ATM Terminal 048,ATM_048
ATM_032,N/A,N/A,ATM Terminal 032,ATM_032
ATM_034,N/A,N/A,ATM Terminal 034,ATM_034
ATM_019,N/A,N/A,ATM Terminal 019,ATM_019
ATM_037,N/A,N/A,ATM Terminal 037,ATM_037
ATM_043,N/A,N/A,ATM Terminal 043,ATM_043
ATM_030,N/A,N/A,ATM Terminal 030,ATM_030
ATM_029,N/A,N/A,ATM Terminal 029,ATM_029
ATM_050,N/A,N/A,ATM Terminal 050,ATM_050
ATM_014,N/A,N/A,ATM Terminal 014,ATM_014
ATM_021,N/A,N/A,ATM Terminal 021,ATM_021
ATM_046,N/A,N/A,ATM Terminal 046,ATM_046
ATM_044,N/A,N/A,ATM Terminal 044,ATM_044
ATM_042,N/A,N/A,ATM Terminal 042,ATM_042
ATM_023,N/A,N/A,ATM Terminal 023,ATM_023
ATM_049,N/A,N/A,ATM Terminal 049,ATM_049
ATM_028,N/A,N/A,ATM Terminal 028,ATM_028
ATM_001,N/A,N/A,ATM Terminal 001,ATM_001
ATM_018,N/A,N/A,ATM Terminal 018,ATM_018
ATM_031,N/A,N/A,ATM Terminal 031,ATM_031
ATM_040,N/A,N/A,ATM Terminal 040,ATM_040
ATM_011,N/A,N/A,ATM Terminal 011,ATM_011
ATM_016,N/A,N/A,ATM Terminal 016,ATM_016
ATM_026,N/A,N/A,ATM Terminal 026,ATM_026
ATM_003,N/A,N/A,ATM Terminal 003,ATM_003
ATM_015,N/A,N/A,ATM Terminal 015,ATM_015
ATM_020,N/A,N/A,ATM Terminal 020,ATM_020
ATM_007,N/A,N/A,ATM Terminal 007,ATM_007
ATM_027,N/A,N/A,ATM Terminal 027,ATM_027
ATM_047,N/A,N/A,ATM Terminal 047,ATM_047
ATM_004,N/A,N/A,ATM Terminal 004,ATM_004
